,t1_name,t2_name,date,t1_odds,t2_odds,R_ev,B_ev,t1_prob,t2_prob,winner,bet,net_profit
473,Ricardo Ramos,Lerone Murphy,2020-07-15,-162,130,61.72839506,130.0,2.4107090541933687e-07,0.9999997589290934,1,Blue,130.0
474,Modestas Bukauskas,Andreas Michailidis,2020-07-15,-177,140,47.61904762,165.0,0.6752906565157658,0.3247093434842352,0,Red,47.61904762
475,Jared Gordon,Chris Fishgold,2020-07-15,-143,115,66.66666667,120.0,0.6758329197533955,0.3241670802466048,0,Red,66.66666667
476,Diana Belbita,Liana Jojua,2020-07-15,-195,155,59.88023952,135.0,0.8503665549656391,0.14963344503436313,1,Red,-100.0
477,Jack Shore,Aaron Phillips,2020-07-15,-715,475,13.98601399,475.0,0.9455087196314923,0.05449128036850449,0,Red,13.98601399
478,Kamaru Usman,Jorge Masvidal,2020-07-11,-240,190,41.66666667,190.0,0.9750539711671079,0.02494602883288905,0,Red,41.66666667
479,Alexander Volkanovski,Max Holloway,2020-07-11,-210,170,47.61904762,170.0,0.9432972465555332,0.056702753444469,0,Red,47.61904762
480,Petr Yan,Jose Aldo,2020-07-11,-215,175,46.51162791,175.0,0.9667116476391334,0.03328835236086368,0,Red,46.51162791
481,Jessica Andrade,Rose Namajunas,2020-07-11,175,-215,175.0,46.51162791,0.5105912281133611,0.489408771886638,1,Red,-100.0
482,Amanda Ribas,Paige VanZant,2020-07-11,-770,500,12.98701299,500.0,0.967742280025394,0.032257719974607246,0,Red,12.98701299
483,Volkan Oezdemir,Jiri Prochazka,2020-07-11,-159,129,62.89308176,129.0,0.4264469294248969,0.5735530705751059,1,Blue,129.0
484,Elizeu Zaleski dos Santos,Muslim Salikhov,2020-07-11,108,-134,108.0,74.62686567,0.5491179314844788,0.4508820685155181,1,Red,-100.0
485,Makwan Amirkhani,Danny Henry,2020-07-11,-215,170,46.51162791,170.0,0.7460579802827266,0.2539420197172743,0,Red,46.51162791
486,Leonardo Santos,Roman Bogatov,2020-07-11,-177,145,56.49717514,145.0,0.9698993977765227,0.030100602223477452,0,Red,56.49717514
487,Marcin Tybura,Maxim Grishin,2020-07-11,-112,-112,89.28571429,89.28571429,0.6947997520321773,0.305200247967821,0,Red,89.28571429
488,Raulian Paiva,Zhalgas Zhamagulov,2020-07-11,-180,142,55.55555556,142.0,0.8122939734814533,0.18770602651854795,0,Red,55.55555556
489,Karol Rosa,Vanessa Melo,2020-07-11,-250,195,40.0,195.0,0.5899270833669324,0.410072916633066,0,Blue,-100.0
490,Martin Day,Davey Grant,2020-07-11,-162,130,61.72839506,130.0,0.7298708782361305,0.2701291217638699,1,Red,-100.0
491,Dustin Poirier,Dan Hooker,2020-06-27,-225,180,44.44444444,180.0,0.7083800699537067,0.2916199300462927,0,Red,44.44444444
492,Mike Perry,Mickey Gall,2020-06-27,-315,235,31.74603175,235.0,0.8906307124120415,0.10936928758795561,0,Red,31.74603175
493,Brendan Allen,Kyle Daukaus,2020-06-27,-305,235,32.78688525,235.0,0.8776446151239052,0.12235538487609744,0,Red,32.78688525
494,Gian Villante,Maurice Greene,2020-06-27,180,-230,180.0,43.47826087,0.07115066827041458,0.9288493317295871,1,Blue,43.47826087
495,Luis Pena,Khama Worthy,2020-06-27,-250,195,40.0,195.0,0.7448451694555178,0.2551548305444849,1,Red,-100.0
496,Mara Romero Borella,Miranda Maverick,2020-06-27,230,-305,230.0,32.78688525,0.7226457327198836,0.27735426728011486,0,Red,230.0
497,Philipe Lins,Tanner Boser,2020-06-27,-112,-112,89.28571429,89.28571429,0.7077066873468435,0.2922933126531543,1,Red,-100.0
498,Sean Woodson,Julian Erosa,2020-06-27,-455,325,21.97802198,325.0,0.877880605172573,0.12211939482742752,1,Red,-100.0
499,Takashi Sato,Jason Witt,2020-06-27,-278,215,35.97122302,215.0,0.7936397285001184,0.2063602714998835,0,Red,35.97122302
500,Kay Hansen,Jinh Yu Frey,2020-06-27,-175,138,57.14285714,138.0,1.0,5.349327807311386e-35,0,Red,57.14285714
501,Jordan Griffin,Youssef Zalal,2020-06-27,-106,-114,94.33962264,87.71929825,0.4580913131648977,0.541908686835105,1,Blue,87.71929825
502,Curtis Blaydes,Alexander Volkov,2020-06-20,-400,325,25.0,325.0,0.8298572420301279,0.1701427579698693,0,Red,25.0
503,Josh Emmett,Shane Burgos,2020-06-20,120,-140,120.0,71.42857143,0.5348500036398519,0.46514999636014476,0,Red,120.0
504,Raquel Pennington,Marion Reneau,2020-06-20,-160,140,62.5,140.0,3.785153940827424e-08,0.9999999621484654,0,Blue,-100.0
505,Belal Muhammad,Lyman Good,2020-06-20,-130,110,76.92307692,110.0,0.5764629783677256,0.42353702163227647,0,Red,76.92307692
506,Jim Miller,Roosevelt Roberts,2020-06-20,200,-240,200.0,41.66666667,0.6487343280014878,0.351265671998511,0,Red,200.0
507,Clay Guida,Bobby Green,2020-06-20,195,-235,195.0,42.55319149,2.03439069047196e-08,0.9999999796560959,1,Blue,42.55319149
508,Tecia Torres,Brianna Van Buren,2020-06-20,175,-210,175.0,47.61904762,0.5093266917849132,0.4906733082150863,0,Red,175.0
509,Marc-Andre Barriault,Oskar Piechota,2020-06-20,100,-120,100.0,83.33333333,0.6105619878790418,0.38943801212095724,0,Red,100.0
510,Cortney Casey,Gillian Robertson,2020-06-20,100,-120,100.0,83.33333333,0.5581725396560919,0.44182746034390497,1,Red,-100.0
511,Frank Camacho,Justin Jaynes,2020-06-20,-340,280,29.41176471,280.0,0.8965004640037834,0.10349953599621825,1,Red,-100.0
512,Roxanne Modafferi,Lauren Murphy,2020-06-20,-125,105,80.0,105.0,0.6294105413320566,0.3705894586679449,1,Red,-100.0
513,Austin Hubbard,Max Rohskopf,2020-06-20,160,-185,160.0,54.05405405,0.5134301021817481,0.4865698978182484,0,Red,160.0
514,Jessica Eye,Cynthia Calvillo,2020-06-13,120,-130,120.0,76.92307692,4.3738484517937466e-08,0.9999999562615197,1,Blue,76.92307692
515,Karl Roberson,Marvin Vettori,2020-06-13,210,-230,210.0,43.47826087,5.7270667681675546e-08,0.9999999427293335,1,Blue,43.47826087
516,Charles Rosa,Kevin Aguilar,2020-06-13,170,-185,170.0,54.05405405,0.6338734779401919,0.36612652205981044,0,Red,170.0
517,Andre Fili,Charles Jourdain,2020-06-13,-220,200,45.45454545,200.0,0.8475636363253602,0.15243636367464092,0,Red,45.45454545
518,Jordan Espinosa,Mark De La Rosa,2020-06-13,-167,157,59.88023952,157.0,0.7912361751640534,0.20876382483594427,0,Red,59.88023952
519,Mariya Agapova,Hannah Cifers,2020-06-13,-335,305,29.85074627,305.0,0.9379053510359833,0.06209464896401473,0,Red,29.85074627
520,Merab Dvalishvili,Gustavo Lopez,2020-06-13,-800,635,12.5,635.0,0.9786266316057128,0.021373368394289046,0,Red,12.5
521,Julia Avila,Gina Mazany,2020-06-13,-575,485,17.39130435,485.0,0.8497850731906672,0.15021492680932927,0,,0.0
522,Tyson Nam,Zarrukh Adashev,2020-06-13,-135,125,74.07407407,125.0,0.7959771239529584,0.20402287604704156,0,Red,74.07407407
523,Anthony Ivy,Christian Aguilera,2020-06-13,-185,170,54.05405405,170.0,0.810309226482474,0.18969077351752422,1,Red,-100.0
524,Amanda Nunes,Felicia Spencer,2020-06-06,-600,450,16.66666667,450.0,0.9973520431654065,0.002647956834595426,0,Red,16.66666667
525,Raphael Assuncao,Cody Garbrandt,2020-06-06,120,-140,120.0,71.42857143,0.025880409815337686,0.9741195901846619,1,Blue,71.42857143
526,Aljamain Sterling,Cory Sandhagen,2020-06-06,-115,-105,86.95652174,95.23809524,0.4256814042628699,0.5743185957371277,0,Blue,-100.0
527,Neil Magny,Anthony Rocco Martin,2020-06-06,-135,115,74.07407407,115.0,0.9337460291190631,0.0662539708809401,0,Red,74.07407407
528,Eddie Wineland,Sean O'Malley,2020-06-06,400,-500,400.0,20.0,0.3881510720635686,0.611848927936434,1,Red,-100.0
529,Alex Caceres,Chase Hooper,2020-06-06,168,-195,168.0,51.28205128,0.5221268665966149,0.4778731334033879,0,Red,168.0
530,Ian Heinisch,Gerald Meerschaert,2020-06-06,-130,110,76.92307692,110.0,0.6402994135259608,0.3597005864740399,0,Red,76.92307692
531,Cody Stamann,Brian Kelleher,2020-06-06,-250,210,40.0,210.0,0.41507402485747696,0.5849259751425231,0,Blue,-100.0
532,Charles Byrd,Maki Pitolo,2020-06-06,-175,155,57.14285714,155.0,0.7570016747320648,0.24299832526793533,1,Red,-100.0
533,Jussier Formiga,Alex Perez,2020-06-06,115,-135,115.0,74.07407407,0.5686032954815183,0.4313967045184809,1,Red,-100.0
534,Alonzo Menifield,Devin Clark,2020-06-06,-225,185,44.44444444,185.0,0.5621054465485263,0.4378945534514766,1,Blue,185.0
535,Evan Dunham,Herbert Burns,2020-06-06,185,-225,185.0,44.44444444,0.9746605732616135,0.02533942673838504,1,Red,-100.0
536,Tyron Woodley,Gilbert Burns,2020-05-30,-170,150,58.82352941,150.0,0.11793862002596246,0.882061379974039,1,Blue,150.0
537,Blagoy Ivanov,Augusto Sakai,2020-05-30,-105,-115,95.23809524,86.95652174,0.6295183914303415,0.37048160856966134,1,Red,-100.0
538,Billy Quarantillo,Spike Carlyle,2020-05-30,-130,110,76.92307692,110.0,0.9654252006464242,0.03457479935357445,0,Red,76.92307692
539,Roosevelt Roberts,Brok Weaver,2020-05-30,-360,300,27.77777778,300.0,0.7706193511838638,0.22938064881613457,0,,0.0
540,Mackenzie Dern,Hannah Cifers,2020-05-30,-420,335,23.80952381,335.0,0.8499769044335109,0.1500230955664866,0,Red,23.80952381
541,Katlyn Chookagian,Antonina Shevchenko,2020-05-30,110,-130,110.0,76.92307692,0.3997643978223769,0.6002356021776253,0,Blue,-100.0
542,Daniel Rodriguez,Gabe Green,2020-05-30,-335,275,29.85074627,275.0,0.8756750282698765,0.12432497173012509,0,Red,29.85074627
543,Jamahal Hill,Klidson Abreu,2020-05-30,-117,-103,85.47008547,97.08737864,0.8102592682691236,0.18974073173087422,0,Red,85.47008547
544,Tim Elliott,Brandon Royval,2020-05-30,-162,142,61.72839506,142.0,0.8097666342335956,0.1902333657664013,1,Red,-100.0
545,Louis Smolka,Casey Kenney,2020-05-30,230,-270,230.0,37.03703704,0.7662799638389791,0.2337200361610218,1,Red,-100.0
546,Chris Gutierrez,Vince Morales,2020-05-30,-110,-110,90.90909091,90.90909091,0.5825164869193077,0.4174835130806903,0,Red,90.90909091
547,Alistair Overeem,Walt Harris,2020-05-16,135,-155,135.0,64.51612903,0.9743603423383773,0.025639657661619963,0,Red,135.0
548,Claudia Gadelha,Angela Hill,2020-05-16,-255,215,39.21568627,215.0,0.7285419424153275,0.27145805758467184,0,Red,39.21568627
549,Dan Ige,Edson Barboza,2020-05-16,112,-132,112.0,75.75757576,0.5805717001781017,0.41942829982189683,0,Red,112.0
550,Krzysztof Jotko,Eryk Anders,2020-05-16,-105,-105,95.23809524,95.23809524,0.6390592707091568,0.3609407292908463,0,Red,95.23809524
551,Song Yadong,Marlon Vera,2020-05-16,-200,170,50.0,170.0,0.6133062673760167,0.3866937326239833,0,Blue,-100.0
552,Miguel Baeza,Matt Brown,2020-05-16,-155,-155,64.51612903,64.51612903,0.5908818523746768,0.40911814762532245,0,,0.0
553,Kevin Holland,Anthony Hernandez,2020-05-16,-110,-110,90.90909091,90.90909091,0.7226267864019543,0.27737321359804257,0,Red,90.90909091
554,Giga Chikadze,Irwin Rivera,2020-05-16,-420,335,23.80952381,335.0,1.0,4.1742874514718876e-49,0,Red,23.80952381
555,Nate Landwehr,Darren Elkins,2020-05-16,100,-120,100.0,83.33333333,0.541149697889389,0.4588503021106104,0,Red,100.0
556,Cortney Casey,Mara Romero Borella,2020-05-16,-185,160,54.05405405,160.0,0.6327245201999759,0.3672754798000237,0,,0.0
557,Rodrigo Nascimento,Don'Tale Mayes,2020-05-16,-115,-105,86.95652174,95.23809524,0.8793498772650051,0.12065012273499638,0,Red,86.95652174
558,Anthony Smith,Glover Teixeira,2020-05-13,-175,155,57.14285714,155.0,0.5553503774336286,0.4446496225663739,1,Blue,155.0
559,Ben Rothwell,Ovince Saint Preux,2020-05-13,112,-132,112.0,75.75757576,0.45518493387373843,0.5448150661262603,0,,0.0
560,Alexander Hernandez,Drew Dober,2020-05-13,100,-120,100.0,83.33333333,0.4394737285373025,0.5605262714626998,1,Blue,83.33333333
561,Ricky Simon,Ray Borg,2020-05-13,-170,150,58.82352941,150.0,0.8695529344417985,0.13044706555820318,0,Red,58.82352941
562,Andrei Arlovski,Philipe Lins,2020-05-13,130,-150,130.0,66.66666667,0.7887851205479514,0.21121487945204623,0,Red,130.0
563,Michael Johnson,Thiago Moises,2020-05-13,-110,-110,90.90909091,90.90909091,0.7851822946747545,0.21481770532524402,1,Red,-100.0
564,Sijara Eubanks,Sarah Moras,2020-05-13,-370,310,27.02702703,310.0,0.8425051376790706,0.15749486232092821,0,Red,27.02702703
565,Gabriel Benitez,Omar Morales,2020-05-13,160,-185,160.0,54.05405405,0.48764506652381134,0.5123549334761874,1,Red,-100.0
566,Hunter Azure,Brian Kelleher,2020-05-13,-200,170,50.0,170.0,0.7854814168209909,0.21451858317900843,1,Red,-100.0
567,Chase Sherman,Ike Villanueva,2020-05-13,-160,140,62.5,140.0,0.7613120902116239,0.2386879097883766,0,Red,62.5
568,Vicente Luque,Niko Price,2020-05-09,-290,245,34.48275862,245.0,0.7518816267314495,0.24811837326855238,0,Red,34.48275862
569,Bryce Mitchell,Charles Rosa,2020-05-09,-155,135,64.51612903,135.0,0.7210746178512966,0.27892538214869994,0,Red,64.51612903
570,Ryan Spann,Sam Alvey,2020-05-09,-420,335,23.80952381,335.0,0.9645164906313931,0.03548350936860474,0,Red,23.80952381
571,Anthony Pettis,Donald Cerrone,2020-05-09,-135,115,74.07407407,115.0,0.68759493070697,0.31240506929303624,0,Red,74.07407407
572,Aleksei Oleinik,Fabricio Werdum,2020-05-09,270,-330,270.0,30.3030303,0.7280509407632249,0.2719490592367701,0,Red,270.0
573,Carla Esparza,Michelle Waterson,2020-05-09,-155,135,64.51612903,135.0,0.7643266406136969,0.23567335938630235,0,Red,64.51612903
574,Uriah Hall,Jacare Souza,2020-05-09,115,-135,115.0,74.07407407,0.8566691065335166,0.14333089346647773,0,Red,115.0
575,Tony Ferguson,Justin Gaethje,2020-05-09,-180,158,55.55555556,158.0,0.9937645482239224,0.006235451776078623,1,Red,-100.0
576,Henry Cejudo,Dominick Cruz,2020-05-09,-225,185,44.44444444,185.0,0.8408107428094048,0.15918925719059285,0,Red,44.44444444
577,Francis Ngannou,Jairzinho Rozenstruik,2020-05-09,-265,225,37.73584906,225.0,0.7484841583118116,0.2515158416881913,0,Red,37.73584906
578,Jeremy Stephens,Calvin Kattar,2020-05-09,210,-250,210.0,40.0,0.3758226509981998,0.6241773490017968,1,Red,-100.0
579,Greg Hardy,Yorgan De Castro,2020-05-09,-200,170,50.0,170.0,0.9092639754676711,0.09073602453233,0,Red,50.0
580,Kevin Lee,Charles Oliveira,2020-03-14,-145,135,68.96551724,135.0,0.5379559007193967,0.46204409928059853,1,Blue,135.0
581,Demian Maia,Gilbert Burns,2020-03-14,160,-170,160.0,58.82352941,0.3222099883932102,0.6777900116067876,1,Blue,58.82352941
582,Renato Moicano,Damir Hadzovic,2020-03-14,-345,315,28.98550725,315.0,0.6260717191884951,0.3739282808115036,0,Blue,-100.0
583,Johnny Walker,Nikita Krylov,2020-03-14,-137,127,72.99270073,127.0,0.830943973906349,0.16905602609365109,1,Red,-100.0
584,Francisco Trinaldo,John Makdessi,2020-03-14,-160,150,62.5,150.0,0.6794705131717581,0.32052948682823973,0,Red,62.5
585,Jussier Formiga,Brandon Moreno,2020-03-14,-150,140,66.66666667,140.0,1.279768368786932e-07,0.9999998720231613,1,Blue,140.0
586,Amanda Ribas,Randa Markos,2020-03-14,-345,315,28.98550725,315.0,1.047012515504767e-06,0.9999989529874905,0,Blue,-100.0
587,Elizeu Dos Santos,Aleksei Kunchenko,2020-03-14,-122,112,81.96721311,112.0,0.8868309308929198,0.1131690691070783,0,Red,81.96721311
588,Mayra Bueno Silva,Maryna Moroz,2020-03-14,-140,130,71.42857143,130.0,0.8030031467096554,0.19699685329034194,1,Red,-100.0
589,Bruno Silva,David Dvorak,2020-03-14,-110,100,90.90909091,100.0,0.6346500697859251,0.36534993021407813,1,Red,-100.0
590,Veronica Macedo,Bea Malecki,2020-03-14,-155,145,64.51612903,145.0,0.996029827587045,0.003970172412956449,1,Red,-100.0
591,Israel Adesanya,Yoel Romero,2020-03-07,-260,240,38.46153846,240.0,0.9472725641216587,0.052727435878338946,0,Red,38.46153846
592,Weili Zhang,Joanna Jedrzejczyk,2020-03-07,-185,170,54.05405405,170.0,0.8329502003243339,0.16704979967566283,0,Red,54.05405405
593,Beneil Dariush,Drakkar Klose,2020-03-07,-162,152,61.72839506,152.0,0.6421594664470973,0.35784053355290135,0,Red,61.72839506
594,Neil Magny,Li Jingliang,2020-03-07,157,-167,157.0,59.88023952,0.8927387236415296,0.10726127635846835,0,Red,157.0
595,Alex Oliveira,Max Griffin,2020-03-07,-125,115,80.0,115.0,0.6409618510845757,0.35903814891542124,0,Red,80.0
596,Sean O'Malley,Jose Quinonez,2020-03-07,-330,300,30.3030303,300.0,0.8630021397447886,0.1369978602552119,0,Red,30.3030303
597,Mark Madsen,Austin Hubbard,2020-03-07,-215,195,46.51162791,195.0,0.5208125957948173,0.4791874042051839,0,Blue,-100.0
598,Rodolfo Vieira,Saparbeg Safarov,2020-03-07,-570,480,17.54385965,480.0,0.9495780159272895,0.05042198407271172,0,Red,17.54385965
599,Gerald Meerschaert,Deron Winn,2020-03-07,125,-135,125.0,74.07407407,0.9355679286926268,0.06443207130737669,0,Red,125.0
600,Jamall Emmers,Giga Chikadze,2020-03-07,-170,160,58.82352941,160.0,0.6248865577941854,0.3751134422058147,1,,0.0
601,Danaa Batgerel,Guido Cannetti,2020-03-07,-120,110,83.33333333,110.0,0.6613894526324956,0.3386105473675041,0,Red,83.33333333
602,Joseph Benavidez,Deiveson Figueiredo,2020-02-29,-150,130,66.66666667,130.0,0.755824898579614,0.2441751014203865,1,Red,-100.0
603,Felicia Spencer,Zarah Fairn,2020-02-29,-870,585,11.49425287,585.0,0.9855643383390018,0.014435661660995995,0,Red,11.49425287
604,Ion Cutelaba,Magomed Ankalaev,2020-02-29,185,-225,185.0,44.44444444,0.374917947837274,0.625082052162723,1,Red,-100.0
605,Megan Anderson,Norma Dumont,2020-02-29,-245,205,40.81632653,205.0,0.9033002325749285,0.09669976742507407,0,Red,40.81632653
606,Grant Dawson,Darrick Minner,2020-02-29,-475,380,21.05263158,380.0,0.9656336499842695,0.034366350015731385,0,Red,21.05263158
607,Gabriel Silva,Kyler Phillips,2020-02-29,-130,110,76.92307692,110.0,0.6054319851956667,0.3945680148043368,1,Red,-100.0
608,Brendan Allen,Tom Breese,2020-02-29,110,-130,110.0,76.92307692,0.9970828320098936,0.0029171679901060744,0,Red,110.0
609,Luis Pena,Steve Garcia,2020-02-29,-270,230,37.03703704,230.0,0.8123312843580723,0.1876687156419269,0,Red,37.03703704
610,Marcin Tybura,Serghei Spivac,2020-02-29,100,-120,100.0,83.33333333,0.17283836897165356,0.8271616310283464,0,Blue,-100.0
611,Jordan Griffin,TJ Brown,2020-02-29,-135,115,74.07407407,115.0,0.3990922241319511,0.6009077758680473,0,Blue,-100.0
612,Aalon Cruz,Spike Carlyle,2020-02-29,-190,165,52.63157895,165.0,0.9114053750348687,0.08859462496512947,1,Red,-100.0
613,Sean Brady,Ismail Naurdiev,2020-02-29,105,-125,105.0,80.0,0.3873937429836729,0.6126062570163305,0,Blue,-100.0
614,Paul Felder,Dan Hooker,2020-02-22,130,-150,130.0,66.66666667,0.17425627186709108,0.8257437281329095,1,Blue,66.66666667
615,Jim Crute,Michal Oleksiejczuk,2020-02-22,100,-120,100.0,83.33333333,0.6925648660341363,0.3074351339658664,0,Red,100.0
616,Karolina Kowalkiewicz,Yan Xiaonan,2020-02-22,225,-265,225.0,37.73584906,0.10555500873660265,0.8944449912633975,1,Blue,37.73584906
617,Ben Sosoli,Marcos Rogerio De Lima,2020-02-22,130,-150,130.0,66.66666667,0.56792158557593,0.432078414424071,1,Red,-100.0
618,Brad Riddell,Magomed Mustafaev,2020-02-22,120,-140,120.0,71.42857143,0.5153695543158849,0.4846304456841165,0,Red,120.0
619,Kevin Aguilar,Zubaira Tukhugov,2020-02-22,-115,-105,86.95652174,95.23809524,1.9648174546386004e-07,0.9999998035182551,1,Blue,95.23809524
620,Jalin Turner,Joshua Culibao,2020-02-22,-210,175,47.61904762,175.0,0.9385710082679616,0.061428991732040306,0,Red,47.61904762
621,Jake Matthews,Emil Meek,2020-02-22,-200,170,50.0,170.0,0.6944528702070158,0.30554712979298554,0,Red,50.0
622,Callan Potter,Song Kenan,2020-02-22,170,-200,170.0,50.0,0.3932200720783222,0.6067799279216761,1,Red,-100.0
623,Kai Kara France,Tyson Nam,2020-02-22,-260,220,38.46153846,220.0,0.8205091205499591,0.1794908794500432,0,Red,38.46153846
624,Loma Lookboonmee,Angela Hill,2020-02-22,155,-175,155.0,57.14285714,0.5265506538247617,0.47344934617523987,1,Red,-100.0
625,Priscila Cachoeira,Shana Dobson,2020-02-22,180,-220,180.0,45.45454545,0.4726517311141283,0.527348268885871,0,Red,180.0
626,Francis Ngannou,Junior Dos Santos,2019-06-29,-220,180,45.45454545,180.0,0.8648035447423247,0.13519645525767654,0,Red,45.45454545
627,Jussier Formiga,Joseph Benavidez,2019-06-29,105,-125,105.0,80.0,0.5760494511037855,0.4239505488962164,1,Red,-100.0
628,Demian Maia,Rocco Martin,2019-06-29,-190,165,52.63157895,165.0,0.40892031292861886,0.5910796870713819,0,Blue,-100.0
629,Roosevelt Roberts,Vinc Pichel,2019-06-29,-245,205,40.81632653,205.0,0.8073876140488726,0.19261238595112493,1,Red,-100.0
630,Drew Dober,Marco Polo Reyes,2019-06-29,-430,345,23.25581395,345.0,0.8494090508237417,0.15059094917626098,0,Red,23.25581395
631,Alonzo Menifield,Paul Craig,2019-06-29,-350,290,28.57142857,290.0,0.7531299849144025,0.24687001508559947,0,,0.0
632,Ricardo Ramos,Journey Newson,2019-06-29,-380,315,26.31578947,315.0,0.9498974868344044,0.05010251316559358,0,Red,26.31578947
633,Eryk Anders,Vinicius Moreira,2019-06-29,-300,250,33.33333333,250.0,0.7402021705084606,0.25979782949153646,0,,0.0
634,Jared Gordon,Dan Moret,2019-06-29,-350,290,28.57142857,290.0,0.8473146606382672,0.15268533936173107,0,Red,28.57142857
635,Dalcha Lungiambula,Dequan Townsend,2019-06-29,-420,335,23.80952381,335.0,0.9167588574391479,0.08324114256085169,0,Red,23.80952381
636,Emily Whitmire,Amanda Ribas,2019-06-29,-175,155,57.14285714,155.0,0.6576470982863173,0.3423529017136841,1,Red,-100.0
637,Maurice Greene,Junior Albini,2019-06-29,-125,105,80.0,105.0,0.7494731078617639,0.2505268921382385,0,Red,80.0
638,Renato Moicano,Chan Sung Jung,2019-06-22,-220,180,45.45454545,180.0,0.5365784372141189,0.46342156278588004,1,Blue,180.0
639,Bryan Barberena,Randy Brown,2019-06-22,-235,195,42.55319149,195.0,0.6988474287306411,0.3011525712693578,1,,0.0
640,Andre Ewell,Anderson Dos Santos,2019-06-22,-140,120,71.42857143,120.0,0.7689756785177194,0.2310243214822813,0,Red,71.42857143
641,Andrea Lee,Montana De La Rosa,2019-06-22,-185,160,54.05405405,160.0,0.54490552537504,0.45509447462496044,0,Blue,-100.0
642,Kevin Holland,Alessio Di Chirico,2019-06-22,-230,190,43.47826087,190.0,0.8837517764267042,0.11624822357329574,0,Red,43.47826087
643,Dan Ige,Kevin Aguilar,2019-06-22,120,-140,120.0,71.42857143,0.550323716686178,0.4496762833138206,0,Red,120.0
644,Ashley Yoder,Syuri Kondo,2019-06-22,-140,120,71.42857143,120.0,0.7139248377422233,0.28607516225777574,0,Red,71.42857143
645,Matt Wiman,Luis Pena,2019-06-22,315,-380,315.0,26.31578947,0.5570630489375124,0.4429369510624877,1,Red,-100.0
646,Allen Crowder,Jairzinho Rozenstruik,2019-06-22,190,-230,190.0,43.47826087,0.5251918449869488,0.4748081550130525,1,Red,-100.0
647,Ariane Lipski,Molly McCann,2019-06-22,-255,215,39.21568627,215.0,0.8357105872395865,0.164289412760417,1,Red,-100.0
648,Deron Winn,Eric Spicely,2019-06-22,-360,300,27.77777778,300.0,0.9116457486576806,0.08835425134231917,0,Red,27.77777778
649,Jon Jones,Thiago Santos,2019-07-06,-670,485,14.92537313,485.0,0.9999663871714827,3.361282852174959e-05,0,Red,14.92537313
650,Amanda Nunes,Holly Holm,2019-07-06,-360,300,27.77777778,300.0,0.941391208551361,0.05860879144864252,0,Red,27.77777778
651,Jorge Masvidal,Ben Askren,2019-07-06,180,-220,180.0,45.45454545,0.36237524696823054,0.6376247530317692,0,Red,180.0
652,Jan Blachowicz,Luke Rockhold,2019-07-06,220,-260,220.0,38.46153846,0.6192451026385579,0.38075489736144186,0,Red,220.0
653,Diego Sanchez,Michael Chiesa,2019-07-06,315,-380,315.0,26.31578947,0.16050911165789325,0.8394908883421076,1,Blue,26.31578947
654,Gilbert Melendez,Arnold Allen,2019-07-06,260,-320,260.0,31.25,0.18611956871108157,0.8138804312889166,1,Blue,31.25
655,Marlon Vera,Nohelin Hernandez,2019-07-06,-470,375,21.27659574,375.0,0.8962578714120891,0.10374212858791161,0,Red,21.27659574
656,Caludia Gadelha,Randa Markos,2019-07-06,-200,170,50.0,170.0,2.712711952012738e-07,0.9999997287288037,0,Blue,-100.0
657,Alejandro Perez,Song Yadong,2019-07-06,185,-225,185.0,44.44444444,0.20575922650508127,0.7942407734949167,1,Blue,44.44444444
658,Edmen Shahbazyan,Jack Marshman,2019-07-06,-570,480,17.54385965,480.0,0.9308951746266325,0.06910482537336747,0,Red,17.54385965
659,Ismail Naurdiev,Chance Rencountre,2019-07-06,-570,435,17.54385965,435.0,0.8890408044948589,0.11095919550514374,1,Red,-100.0
660,Julia Avila,Pannie Kianzad,2019-07-06,-250,210,40.0,210.0,0.6561400883715077,0.34385991162849294,0,Blue,-100.0
661,Corey Anderson,Jan Blachowicz,2020-02-15,-235,195,42.55319149,195.0,0.7690754786215144,0.23092452137848538,1,Red,-100.0
662,Diego Sanchez,Michel Pereira,2020-02-15,135,-155,135.0,64.51612903,0.3545419632022272,0.6454580367977774,0,Blue,-100.0
663,Montana De La Rosa,Mara Romero Borella,2020-02-15,-175,155,57.14285714,155.0,0.8811615052277937,0.1188384947722093,0,Red,57.14285714
664,Brok Weaver,Kazula Vargas,2020-02-15,-270,230,37.03703704,230.0,0.851117014356631,0.14888298564337132,0,Red,37.03703704
665,Rogerio Bontorin,Ray Borg,2020-02-15,130,-150,130.0,66.66666667,0.520832890808753,0.47916710919124955,1,Red,-100.0
666,Lando Vannata,Yancy Medeiros,2020-02-15,-120,100,83.33333333,100.0,0.7050630524142717,0.29493694758572503,0,Red,83.33333333
667,Tim Means,Daniel Rodriguez,2020-02-15,-345,285,28.98550725,285.0,0.6827627309951859,0.31723726900481575,1,Blue,285.0
668,John Dodson,Nathaniel Wood,2020-02-15,130,-150,130.0,66.66666667,0.32905427425918493,0.670945725740817,0,Blue,-100.0
669,Jim Miller,Scott Holtzman,2020-02-15,115,-135,115.0,74.07407407,0.5651805794016942,0.4348194205983078,1,Red,-100.0
670,Devin Clark,Dequan Townsend,2020-02-15,-400,325,25.0,325.0,0.8774751064248224,0.1225248935751805,0,Red,25.0
671,Casey Kenney,Merab Dvalishvili,2020-02-15,150,-170,150.0,58.82352941,0.280954532210806,0.719045467789194,1,Blue,58.82352941
