,t1_name,t2_name,date,t1_odds,t2_odds,R_ev,B_ev,t1_prob,t2_prob,winner,bet,net_profit
3026,Donald Cerrone,Evan Dunham,2013-11-16,-125,115,80.0,115.0,0.7205808643829067,0.2794191356170921,0,Red,80.0
3027,Ed Herman,Thales Leites,2013-11-16,165,-175,165.0,57.14285714,0.3743596091184398,0.6256403908815592,1,,0.0
3028,Brian Ebersole,Rick Story,2013-11-16,190,-210,190.0,47.61904762,0.44242887268558717,0.557571127314411,1,Red,-100.0
3029,Erik Perez,Edwin Figueroa,2013-11-16,-425,378,23.52941176,378.0,0.8553036864044294,0.14469631359556698,0,Red,23.52941176
3030,Cody Donovan,Gian Villante,2013-11-16,310,-340,310.0,29.41176471,0.303984557277868,0.6960154427221348,1,Red,-100.0
3031,Vitor Belfort,Dan Henderson,2013-11-09,-220,200,45.45454545,200.0,0.03561046625606464,0.9643895337439379,0,Blue,-100.0
3032,Cezar Ferreira,Daniel Sarafian,2013-11-09,-165,155,60.60606061,155.0,0.8370888011482506,0.16291119885175215,0,Red,60.60606061
3033,Rafael Feijao,Igor Pokrajac,2013-11-09,-320,290,31.25,290.0,0.7819234375470591,0.21807656245293996,0,Red,31.25
3034,Paulo Thiago,Brandon Thatch,2013-11-09,325,-360,325.0,27.77777778,0.39263855467717707,0.6073614453228231,1,Red,-100.0
3035,Santiago Ponzinibbio,Ryan LaFlare,2013-11-09,105,-115,105.0,86.95652174,0.21903257417059938,0.7809674258293996,1,Blue,86.95652174
3036,Rony Jason,Jeremy Stephens,2013-11-09,-185,170,54.05405405,170.0,0.5554241579354393,0.44457584206456285,1,Blue,170.0
3037,Godofredo Pepey,Sam Sicilia,2013-11-09,-120,110,83.33333333,110.0,0.7240100463810263,0.27598995361897566,1,Red,-100.0
3038,Thiago Tavares,Justin Salas,2013-11-09,-245,225,40.81632653,225.0,0.7287005159030738,0.2712994840969268,0,Red,40.81632653
3039,Adriano Martins,Daron Cruickshank,2013-11-09,130,-140,130.0,71.42857143,0.4321967985881478,0.5678032014118514,0,,0.0
3040,Tim Kennedy,Rafael Natal,2013-11-06,-380,340,26.31578947,340.0,0.6673642149782939,0.3326357850217062,0,Blue,-100.0
3041,Liz Carmouche,Alexis Davis,2013-11-06,-190,165,52.63157895,165.0,0.8436004266939431,0.15639957330605364,1,Red,-100.0
3042,Ronny Markes,Yoel Romero,2013-11-06,145,-155,145.0,64.51612903,0.6710851850125681,0.32891481498743447,1,Red,-100.0
3043,Jorge Masvidal,Rustam Khabilov,2013-11-06,125,-135,125.0,74.07407407,0.584358167948698,0.41564183205130534,1,Red,-100.0
3044,Colton Smith,Michael Chiesa,2013-11-06,110,-120,110.0,83.33333333,0.5153883958059718,0.484611604194031,1,Red,-100.0
3045,Bobby Green,James Krause,2013-11-06,105,-115,105.0,86.95652174,0.434971411204681,0.5650285887953207,0,Blue,-100.0
3046,George Roop,Francisco Rivera,2013-11-06,125,-135,125.0,74.07407407,0.6677591580820247,0.3322408419179747,1,Red,-100.0
3047,Dennis Bermudez,Steven Siler,2013-11-06,-190,175,52.63157895,175.0,0.5290865713821529,0.47091342861784474,0,Blue,-100.0
3048,Amanda Nunes,Germaine de Randamie,2013-11-06,115,-125,115.0,80.0,0.5017085791668786,0.49829142083312333,0,Red,115.0
3049,Chris Camozzi,Lorenz Larkin,2013-11-06,375,-420,375.0,23.80952381,0.014839283262729987,0.9851607167372721,1,Blue,23.80952381
3050,Neil Magny,Seth Baczynski,2013-11-06,-145,135,68.96551724,135.0,0.8854392407432184,0.11456075925678103,1,Red,-100.0
3051,Lyoto Machida,Mark Munoz,2013-10-26,-380,340,26.31578947,340.0,0.886910588091992,0.11308941190800988,0,Red,26.31578947
3052,Jimi Manuwa,Ryan Jimmo,2013-10-26,-150,140,66.66666667,140.0,3.676838624850187e-07,0.9999996323161434,0,Blue,-100.0
3053,Norman Parke,Jon Tuck,2013-10-26,-175,165,57.14285714,165.0,0.8404758970291973,0.15952410297080394,0,Red,57.14285714
3054,Phil Harris,John Lineker,2013-10-26,375,-420,375.0,23.80952381,0.2829374836488813,0.7170625163511201,1,Red,-100.0
3055,Al Iaquinta,Piotr Hallmann,2013-10-26,-160,150,62.5,150.0,0.6275581851750744,0.37244181482492206,0,Red,62.5
3056,Luke Barnatt,Andrew Craig,2013-10-26,185,-200,185.0,50.0,0.815840144285419,0.18415985571458393,0,Red,185.0
3057,Rosi Sexton,Jessica Andrade,2013-10-26,110,-120,110.0,83.33333333,0.37252050260320607,0.6274794973967934,1,Blue,83.33333333
3058,Andy Ogle,Cole Miller,2013-10-26,185,-200,185.0,50.0,0.7193907150869236,0.2806092849130783,1,Red,-100.0
3059,Bradley Scott,Michael Kuiper,2013-10-26,295,-325,295.0,30.76923077,0.4983160327581855,0.5016839672418149,0,Red,295.0
3060,Cain Velasquez,Junior Dos Santos,2013-10-19,-200,185,50.0,185.0,0.7638217675311425,0.23617823246886016,0,Red,50.0
3061,Daniel Cormier,Roy Nelson,2013-10-19,-500,435,20.0,435.0,0.9004723991093055,0.0995276008906965,0,Red,20.0
3062,Gilbert Melendez,Diego Sanchez,2013-10-19,-545,465,18.34862385,465.0,0.9577330698788648,0.04226693012113283,0,Red,18.34862385
3063,Gabriel Gonzaga,Shawn Jordan,2013-10-19,135,-155,135.0,64.51612903,0.4232518927012258,0.5767481072987766,0,,0.0
3064,Tim Boetsch,CB Dollaway,2013-10-19,-145,135,68.96551724,135.0,0.4764808244441205,0.5235191755558809,0,Blue,-100.0
3065,Nate Marquardt,Hector Lombard,2013-10-19,170,-185,170.0,54.05405405,0.714921002626595,0.2850789973734062,1,Red,-100.0
3066,George Sotiropoulos,KJ Noons,2013-10-19,135,-145,135.0,68.96551724,0.8345755012165214,0.16542449878347826,1,Red,-100.0
3067,TJ Waldburger,Adlan Amagov,2013-10-19,175,-190,175.0,52.63157895,0.6156670218594876,0.384332978140514,1,Red,-100.0
3068,Tony Ferguson,Mike Rio,2013-10-19,-420,375,23.80952381,375.0,0.14460667321754664,0.8553933267824518,0,Blue,-100.0
3069,Demian Maia,Jake Shields,2013-10-09,-355,295,28.16901408,295.0,0.8683461743868315,0.13165382561316916,1,Red,-100.0
3070,Erick Silva,Dong Hyun Kim,2013-10-09,-170,160,58.82352941,160.0,0.518144377288937,0.48185562271106624,1,Blue,160.0
3071,Thiago Silva,Matt Hamill,2013-10-09,-380,340,26.31578947,340.0,0.7975742278033412,0.20242577219666,0,Red,26.31578947
3072,Fabio Maldonado,Joey Beltran,2013-10-09,-155,145,64.51612903,145.0,0.6304741795299047,0.36952582047009636,0,Red,64.51612903
3073,Rousimar Palhares,Mike Pierce,2013-10-09,210,-230,210.0,43.47826087,0.27252738156289646,0.7274726184371032,0,Blue,-100.0
3074,Raphael Assuncao,TJ Dillashaw,2013-10-09,210,-230,210.0,43.47826087,0.2506081651286934,0.7493918348713066,0,Blue,-100.0
3075,Yan Cabral,David Mitchell,2013-10-09,-310,280,32.25806452,280.0,0.8248466513375706,0.17515334866242868,0,Red,32.25806452
3076,Iliarde Santos,Chris Cariaso,2013-10-09,-345,315,28.98550725,315.0,0.8514729684937236,0.14852703150627364,1,Red,-100.0
3077,Jon Jones,Alexander Gustafsson,2013-09-21,-840,660,11.9047619,660.0,0.9707475420973564,0.029252457902645638,0,Red,11.9047619
3078,Renan Barao,Eddie Wineland,2013-09-21,-750,600,13.33333333,600.0,0.9774607935860261,0.022539206413975266,0,Red,13.33333333
3079,Brendan Schaub,Matt Mitrione,2013-09-21,145,-155,145.0,64.51612903,0.5218932663880571,0.4781067336119439,0,Red,145.0
3080,Costas Philippou,Francis Carmont,2013-09-21,-145,135,68.96551724,135.0,0.3358843592297574,0.6641156407702459,1,Blue,135.0
3081,Pat Healy,Khabib Nurmagomedov,2013-09-21,245,-265,245.0,37.73584906,0.31865751488338,0.6813424851166172,1,Red,-100.0
3082,Mike Ricci,Myles Jury,2013-09-21,375,-420,375.0,23.80952381,0.4012147706700312,0.5987852293299691,1,Red,-100.0
3083,Chris Clements,Stephen Thompson,2013-09-21,380,-430,380.0,23.25581395,0.24935690145305817,0.7506430985469391,1,Red,-100.0
3084,Mitch Gagnon,Dustin Kimura,2013-09-21,150,-160,150.0,62.5,0.9912147743298483,0.008785225670146569,0,Red,150.0
3085,John Makdessi,Renee Forte,2013-09-21,-150,140,66.66666667,140.0,0.6124563945905155,0.38754360540948396,0,Red,66.66666667
3086,Roland Delorme,Alex Caceres,2013-09-21,130,-140,130.0,71.42857143,0.416060583106448,0.5839394168935492,1,Blue,71.42857143
3087,Glover Teixeira,Ryan Bader,2013-09-04,-330,300,30.3030303,300.0,0.060880679921780624,0.9391193200782195,0,Blue,-100.0
3088,Yushin Okami,Jacare Souza,2013-09-04,210,-230,210.0,43.47826087,0.010260804022558745,0.9897391959774429,1,Blue,43.47826087
3089,Joseph Benavidez,Jussier Formiga,2013-09-04,-720,580,13.88888889,580.0,0.9620139701067274,0.037986029893275694,0,Red,13.88888889
3090,Rafael Natal,Tor Troeng,2013-09-04,-250,230,40.0,230.0,0.7396572889880279,0.2603427110119753,0,Red,40.0
3091,Yuri Villefort,Sean Spencer,2013-09-04,-220,200,45.45454545,200.0,0.8409036151086531,0.1590963848913479,1,Red,-100.0
3092,Benson Henderson,Anthony Pettis,2013-08-31,100,-110,100.0,90.90909091,0.45034735153072364,0.5496526484692738,1,Blue,90.90909091
3093,Frank Mir,Josh Barnett,2013-08-31,167,-178,167.0,56.17977528,0.3708704292368531,0.6291295707631497,1,,0.0
3094,Chad Mendes,Clay Guida,2013-08-31,-500,435,20.0,435.0,0.8635408035532499,0.13645919644674973,0,Red,20.0
3095,Ben Rothwell,Brandon Vera,2013-08-31,-155,145,64.51612903,145.0,0.7610660972491795,0.23893390275081736,0,Red,64.51612903
3096,Erik Koch,Dustin Poirier,2013-08-31,-200,185,50.0,185.0,0.6097515010355494,0.3902484989644509,1,Blue,185.0
3097,Jamie Varner,Gleison Tibau,2013-08-31,-105,-105,95.23809524,95.23809524,0.5609911505954531,0.4390088494045491,1,Red,-100.0
3098,Louis Gaudinot,Tim Elliott,2013-08-31,210,-230,210.0,43.47826087,0.4265487884858168,0.5734512115141847,1,Red,-100.0
3099,Pascal Krauss,Hyun Gyu Lim,2013-08-31,-255,235,39.21568627,235.0,0.8188910693232387,0.1811089306767607,1,Red,-100.0
3100,Chico Camus,Kyung Ho Kang,2013-08-31,210,-230,210.0,43.47826087,0.4603448654142524,0.5396551345857481,0,Red,210.0
3101,Ryan Couture,Al Iaquinta,2013-08-31,185,-200,185.0,50.0,0.5778009207040647,0.42219907929593636,1,Red,-100.0
3102,Jared Hamman,Magnus Cedenblad,2013-08-31,120,-130,120.0,76.92307692,0.5463603081750821,0.4536396918249163,1,Red,-100.0
3103,Carlos Condit,Martin Kampmann,2013-08-28,-280,255,35.71428571,255.0,0.7998792104702445,0.20012078952975781,0,Red,35.71428571
3104,Donald Cerrone,Rafael Dos Anjos,2013-08-28,105,-115,105.0,86.95652174,0.5029581081870247,0.49704189181297304,1,Red,-100.0
3105,Kelvin Gastelum,Brian Melancon,2013-08-28,-310,280,32.25806452,280.0,0.7896356556490705,0.2103643443509329,0,Red,32.25806452
3106,Court McGee,Robert Whittaker,2013-08-28,170,-185,170.0,54.05405405,0.4002817022074594,0.5997182977925412,0,Red,170.0
3107,Takeya Mizugaki,Erik Perez,2013-08-28,160,-170,160.0,58.82352941,0.14922598349235158,0.8507740165076515,0,Blue,-100.0
3108,Brad Tavares,Bubba McDaniel,2013-08-28,-525,450,19.04761905,450.0,0.9771196083585058,0.022880391641495357,0,Red,19.04761905
3109,Dylan Andrews,Papy Abedi,2013-08-28,-315,285,31.74603175,285.0,0.6988751287262723,0.30112487127373017,0,Blue,-100.0
3110,Darren Elkins,Hatsu Hioki,2013-08-28,145,-165,145.0,60.60606061,0.5364956348723507,0.46350436512764837,0,Red,145.0
3111,James Head,Jason High,2013-08-28,-130,120,76.92307692,120.0,0.8041957925988423,0.19580420740115437,1,Red,-100.0
3112,Zak Cummings,Benny Alloway,2013-08-28,-125,115,80.0,115.0,0.6065260733247041,0.3934739266752924,0,Red,80.0
3113,Mauricio Rua,Chael Sonnen,2013-08-17,-160,150,62.5,150.0,0.6625138662655937,0.3374861337344042,1,Red,-100.0
3114,Alistair Overeem,Travis Browne,2013-08-17,-150,140,66.66666667,140.0,0.6145494572546005,0.3854505427454001,1,Red,-100.0
3115,Urijah Faber,Iuri Alcantara,2013-08-17,-215,195,46.51162791,195.0,0.7074188169852528,0.2925811830147462,0,Red,46.51162791
3116,Matt Brown,Mike Pyle,2013-08-17,-125,115,80.0,115.0,0.5328380343850774,0.46716196561492007,0,Blue,-100.0
3117,Uriah Hall,John Howard,2013-08-17,-475,420,21.05263158,420.0,0.9889739544137943,0.011026045586205183,1,Red,-100.0
3118,Joe Lauzon,Michael Johnson,2013-08-17,-245,225,40.81632653,225.0,0.7563316340519678,0.24366836594803165,1,Red,-100.0
3119,Brad Pickett,Michael McDonald,2013-08-17,290,-320,290.0,31.25,0.22299490786295545,0.7770050921370456,1,Blue,31.25
3120,Conor McGregor,Max Holloway,2013-08-17,-245,225,40.81632653,225.0,0.7608323021318834,0.23916769786811495,0,Red,40.81632653
3121,Mike Brown,Steven Siler,2013-08-17,-210,190,47.61904762,190.0,0.6355983827260046,0.364401617273997,1,Blue,190.0
3122,Diego Brandao,Daniel Pineda,2013-08-17,-178,167,56.17977528,167.0,0.651774863463068,0.34822513653693116,0,Red,56.17977528
3123,Manvel Gamburyan,Cole Miller,2013-08-17,-140,130,71.42857143,130.0,0.8904247794976369,0.10957522050236479,0,Red,71.42857143
3124,Cody Donovan,Ovince Saint Preux,2013-08-17,350,-440,350.0,22.72727273,0.4202409670746086,0.5797590329253901,1,Red,-100.0
3125,Jose Aldo,Chan Sung Jung,2013-08-03,-875,685,11.42857143,685.0,0.9744792687343852,0.025520731265618074,0,Red,11.42857143
3126,Lyoto Machida,Phil Davis,2013-08-03,-325,295,30.76923077,295.0,0.7301463512908021,0.26985364870919465,1,Blue,295.0
3127,Thales Leites,Tom Watson,2013-08-03,-160,150,62.5,150.0,0.8561847095136546,0.14381529048634897,0,Red,62.5
3128,Vinny Magalhaes,Anthony Perosh,2013-08-03,-500,435,20.0,435.0,0.9305681058435453,0.06943189415645241,1,Red,-100.0
3129,Amanda Nunes,Sheila Gaff,2013-08-03,-195,180,51.28205128,180.0,0.8848151567798127,0.11518484322018782,0,Red,51.28205128
3130,Sergio Moraes,Neil Magny,2013-08-03,-161,151,62.11180124,151.0,0.6604020166149441,0.33959798338505653,0,Red,62.11180124
3131,Ian McCall,Iliarde Santos,2013-08-03,-455,405,21.97802198,405.0,0.9161402240971817,0.08385977590281714,0,Red,21.97802198
3132,Rani Yahya,Josh Clopton,2013-08-03,-1000,800,10.0,800.0,0.990532215418869,0.009467784581132194,0,Red,10.0
3133,Viscardi Andrade,Bristol Marunde,2013-08-03,-192,177,52.08333333,177.0,0.632574458763545,0.3674255412364576,0,Blue,-100.0
3134,Demetrious Johnson,John Moraga,2013-07-27,-420,375,23.80952381,375.0,0.8679460633686109,0.1320539366313862,0,Red,23.80952381
3135,Rory MacDonald,Jake Ellenberger,2013-07-27,-230,210,43.47826087,210.0,0.8927160413517338,0.10728395864826924,0,Red,43.47826087
3136,Robbie Lawler,Bobby Voelker,2013-07-27,-345,315,28.98550725,315.0,0.724544019747114,0.2754559802528837,0,Blue,-100.0
3137,Michael Chiesa,Jorge Masvidal,2013-07-27,255,-280,255.0,35.71428571,0.3363609986318141,0.6636390013681845,1,Red,-100.0
3138,Danny Castillo,Tim Means,2013-07-27,-265,245,37.73584906,245.0,0.711011516405394,0.2889884835946074,0,,0.0
3139,Mac Danzig,Melvin Guillard,2013-07-27,145,-155,145.0,64.51612903,0.5523458022950523,0.44765419770495085,1,Red,-100.0
3140,Yves Edwards,Daron Cruickshank,2013-07-27,165,-190,165.0,52.63157895,0.4330124069846248,0.5669875930153739,1,Red,-100.0
3141,Aaron Riley,Justin Salas,2013-07-27,220,-240,220.0,41.66666667,0.3801910975589868,0.6198089024410128,1,Red,-100.0
3142,John Albert,Yaotzin Meza,2013-07-27,-220,200,45.45454545,200.0,0.8654688801987191,0.1345311198012779,1,Red,-100.0
3143,Anderson Silva,Chris Weidman,2013-07-06,-230,210,43.47826087,210.0,0.9953457134636284,0.004654286536373832,1,Red,-100.0
3144,Frankie Edgar,Charles Oliveira,2013-07-06,-640,470,15.625,470.0,0.9703643763778295,0.029635623622172858,0,Red,15.625
3145,Mark Munoz,Tim Boetsch,2013-07-06,100,-110,100.0,90.90909091,0.3345370612675419,0.6654629387324573,0,Blue,-100.0
3146,Cub Swanson,Dennis Siver,2013-07-06,-178,167,56.17977528,167.0,0.7095893032457131,0.29041069675428677,0,Red,56.17977528
3147,Chris Leben,Andrew Craig,2013-07-06,140,-150,140.0,66.66666667,0.41730530753041584,0.5826946924695865,1,Red,-100.0
3148,Norman Parke,Kazuki Tokudome,2013-07-06,-131,121,76.33587786,121.0,0.6588012207646293,0.34119877923537273,0,Red,76.33587786
3149,Gabriel Gonzaga,Dave Herman,2013-07-06,-155,135,64.51612903,135.0,0.598120458384528,0.40187954161546907,0,,0.0
3150,Edson Barboza,Rafaello Oliveira,2013-07-06,-600,500,16.66666667,500.0,0.9647704512718106,0.03522954872818968,0,Red,16.66666667
3151,Mike Pierce,David Mitchell,2013-07-06,-660,540,15.15151515,540.0,0.9855939123845467,0.01440608761544979,0,Red,15.15151515
3152,Rashad Evans,Dan Henderson,2013-06-15,-190,175,52.63157895,175.0,0.21590256067049296,0.7840974393295064,0,Blue,-100.0
3153,Roy Nelson,Stipe Miocic,2013-06-15,-275,250,36.36363636,250.0,0.7737698824515192,0.22623011754848246,1,Red,-100.0
3154,Ryan Jimmo,Igor Pokrajac,2013-06-15,-310,280,32.25806452,280.0,0.7496973229371973,0.25030267706280374,0,,0.0
3155,Pat Barry,Shawn Jordan,2013-06-15,105,-115,105.0,86.95652174,0.3238144440066854,0.6761855559933156,1,Blue,86.95652174
3156,Jake Shields,Tyron Woodley,2013-06-15,190,-210,190.0,47.61904762,0.46990105265667476,0.530098947343327,0,Red,190.0
3157,Sean Pierson,Kenny Robertson,2013-06-15,130,-140,130.0,71.42857143,0.44804071950900276,0.5519592804909943,0,Red,130.0
3158,Roland Delorme,Edwin Figueroa,2013-06-15,-136,126,73.52941176,126.0,0.7133139138495913,0.2866860861504112,0,Red,73.52941176
3159,Mitch Clarke,John Maguire,2013-06-15,230,-250,230.0,40.0,0.5791966244271229,0.42080337557287606,0,Red,230.0
3160,Yves Jabouin,Dustin Pague,2013-06-15,-340,310,29.41176471,310.0,0.5125664086809208,0.48743359131907976,0,Blue,-100.0
3161,Minotauro Nogueira,Fabricio Werdum,2013-06-08,245,-265,245.0,37.73584906,0.39218481848364695,0.607815181516354,1,Red,-100.0
3162,Erick Silva,Jason High,2013-06-08,-410,365,24.3902439,365.0,0.9642294391933459,0.035770560806651364,0,Red,24.3902439
3163,Rony Jason,Mike Wilkinson,2013-06-08,-330,300,30.3030303,300.0,0.7165595691523639,0.283440430847633,0,Blue,-100.0
3164,Raphael Assuncao,Vaughan Lee,2013-06-08,-430,380,23.25581395,380.0,0.8538976450775606,0.1461023549224381,0,Red,23.25581395
3165,Godofredo Pepey,Felipe Arantes,2013-06-08,200,-220,200.0,45.45454545,0.3444162197742943,0.655583780225706,1,Red,-100.0
3166,Rodrigo Damm,Mizuto Hirota,2013-06-08,-155,145,64.51612903,145.0,0.7364187151239573,0.2635812848760444,0,Red,64.51612903
3167,Caio Magalhaes,Karlos Vemola,2013-06-08,115,-125,115.0,80.0,0.5548476044666285,0.44515239553337504,0,Red,115.0
3168,Cain Velasquez,Antonio Silva,2013-05-25,-705,570,14.18439716,570.0,0.9879047170876065,0.012095282912391201,0,Red,14.18439716
3169,Junior Dos Santos,Mark Hunt,2013-05-25,-475,420,21.05263158,420.0,0.9896767482355089,0.010323251764494425,0,Red,21.05263158
3170,Glover Teixeira,James Te Huna,2013-05-25,-420,375,23.80952381,375.0,0.04121376471967884,0.9587862352803183,0,Blue,-100.0
3171,Gray Maynard,TJ Grant,2013-05-25,-135,125,74.07407407,125.0,0.11308472405934837,0.8869152759406503,1,Blue,125.0
3172,Mike Pyle,Rick Story,2013-05-25,150,-160,150.0,62.5,0.43548895187730524,0.5645110481226981,0,Red,150.0
3173,Dennis Bermudez,Max Holloway,2013-05-25,-295,265,33.89830508,265.0,0.6813449327466314,0.3186550672533664,0,Blue,-100.0
3174,Colton Smith,Robert Whittaker,2013-05-25,-140,130,71.42857143,130.0,0.6153354489268057,0.38466455107319636,1,Red,-100.0
3175,Khabib Nurmagomedov,Abel Trujillo,2013-05-25,-305,275,32.78688525,275.0,0.8564084584013802,0.14359154159861903,0,Red,32.78688525
3176,Stephen Thompson,Nah-Shon Burrell,2013-05-25,-170,160,58.82352941,160.0,0.5501437285607829,0.44985627143921486,0,Blue,-100.0
3177,Brian Bowles,George Roop,2013-05-25,-295,265,33.89830508,265.0,0.7738965368635471,0.2261034631364554,1,Red,-100.0
3178,Jacare Souza,Chris Camozzi,2013-05-18,-600,500,16.66666667,500.0,0.8112488161675846,0.18875118383241402,0,Blue,-100.0
3179,Rafael Dos Anjos,Evan Dunham,2013-05-18,-210,190,47.61904762,190.0,0.6834361525200161,0.31656384747998256,0,Red,47.61904762
3180,Hacran Dias,Nik Lentz,2013-05-18,-109,-101,91.74311927,99.00990099,0.6979054998364481,0.3020945001635507,1,Red,-100.0
3181,Francisco Trinaldo,Mike Rio,2013-05-18,-320,290,31.25,290.0,0.5380722427508877,0.4619277572491127,0,Blue,-100.0
3182,Gleison Tibau,John Cholish,2013-05-18,-255,235,39.21568627,235.0,0.5055719748323791,0.49442802516762213,0,Blue,-100.0
3183,Fabio Maldonado,Roger Hollett,2013-05-18,-265,245,37.73584906,245.0,0.9039303389142578,0.09606966108573872,0,Red,37.73584906
3184,John Lineker,Azamat Gashimov,2013-05-18,105,-115,105.0,86.95652174,0.7059576115972273,0.29404238840277225,0,Red,105.0
3185,Jussier Formiga,Chris Cariaso,2013-05-18,-165,155,60.60606061,155.0,0.8094394080297098,0.19056059197029326,0,Red,60.60606061
3186,Lucas Martins,Jeremy Larsen,2013-05-18,-315,285,31.74603175,285.0,0.8109310537914741,0.18906894620852344,0,Red,31.74603175
3187,Jon Jones,Chael Sonnen,2013-04-27,-875,685,11.42857143,685.0,0.9996411441318634,0.0003588558681385419,0,Red,11.42857143
3188,Michael Bisping,Alan Belcher,2013-04-27,-175,165,57.14285714,165.0,0.5798101541364131,0.4201898458635846,0,Blue,-100.0
3189,Roy Nelson,Cheick Kongo,2013-04-27,-235,215,42.55319149,215.0,0.8980362829710834,0.10196371702891703,0,Red,42.55319149
3190,Phil Davis,Vinny Magalhaes,2013-04-27,-280,255,35.71428571,255.0,0.8275319562893051,0.17246804371069663,0,Red,35.71428571
3191,Bryan Caraway,Johnny Bedford,2013-04-27,100,-110,100.0,90.90909091,0.4853622261902495,0.5146377738097478,0,,0.0
3192,Leonard Garcia,Cody McKenzie,2013-04-27,-205,188,48.7804878,188.0,0.514371249323958,0.4856287506760447,1,Blue,188.0
3193,Nate Diaz,Josh Thomson,2013-04-20,-145,135,68.96551724,135.0,0.883426099700908,0.1165739002990917,1,Red,-100.0
3194,Matt Brown,Jordan Mein,2013-04-20,290,-320,290.0,31.25,0.4466978426473066,0.5533021573526902,0,Red,290.0
3195,Chad Mendes,Darren Elkins,2013-04-20,-615,510,16.2601626,510.0,0.8932943698684657,0.10670563013153084,0,Red,16.2601626
3196,Ramsey Nijem,Myles Jury,2013-04-20,190,-210,190.0,47.61904762,0.46421510768011226,0.5357848923198865,1,Red,-100.0
3197,Joseph Benavidez,Darren Uyenoyama,2013-04-20,-570,480,17.54385965,480.0,0.9399163215106602,0.060083678489338106,0,Red,17.54385965
3198,TJ Dillashaw,Hugo Viana,2013-04-20,-320,290,31.25,290.0,0.8376928245563428,0.1623071754436572,0,Red,31.25
3199,Urijah Faber,Scott Jorgensen,2013-04-13,-440,390,22.72727273,390.0,0.8145467465990343,0.1854532534009644,0,,0.0
3200,Travis Browne,Gabriel Gonzaga,2013-04-13,-245,225,40.81632653,225.0,0.816487642930136,0.18351235706986294,0,Red,40.81632653
3201,Cole Miller,Bart Palaszewski,2013-04-13,140,-150,140.0,66.66666667,0.7101254523468442,0.2898745476531536,0,Red,140.0
3202,Sam Sicilia,Maximo Blanco,2013-04-13,180,-195,180.0,51.28205128,0.5314830143930929,0.4685169856069062,1,Red,-100.0
3203,Justin Lawrence,Daniel Pineda,2013-04-13,100,-110,100.0,90.90909091,0.6003276576274855,0.3996723423725128,1,Red,-100.0
3204,Ryan Couture,Ross Pearson,2013-04-06,310,-340,310.0,29.41176471,0.6510719463617973,0.3489280536382034,1,Red,-100.0
3205,Matt Mitrione,Philip De Fries,2013-04-06,-250,230,40.0,230.0,0.6858655710363277,0.3141344289636728,0,Blue,-100.0
3206,Brad Pickett,Mike Easton,2013-04-06,-145,135,68.96551724,135.0,0.5475559828057536,0.4524440171942444,0,Blue,-100.0
3207,Diego Brandao,Pablo Garza,2013-04-06,-220,200,45.45454545,200.0,0.8315725852198836,0.16842741478011417,0,Red,45.45454545
3208,Akira Corassani,Robert Peralta,2013-04-06,420,-475,420.0,21.05263158,0.27731736424192494,0.7226826357580716,0,Red,420.0
3209,Reza Madadi,Michael Johnson,2013-04-06,260,-290,260.0,34.48275862,0.38314253378725993,0.6168574662127371,0,Red,260.0
3210,Michael Kuiper,Tom Lawlor,2013-04-06,125,-135,125.0,74.07407407,0.4986703506157513,0.501329649384249,1,Red,-100.0
3211,Papy Abedi,Besam Yousef,2013-04-06,-120,110,83.33333333,110.0,0.5536840150071228,0.44631598499287795,0,Red,83.33333333
3212,Georges St-Pierre,Nick Diaz,2013-03-16,-545,465,18.34862385,465.0,0.9870258098985559,0.01297419010144408,0,Red,18.34862385
3213,Carlos Condit,Johny Hendricks,2013-03-16,-115,105,86.95652174,105.0,0.6545035676776237,0.3454964323223749,1,Red,-100.0
3214,Jake Ellenberger,Nate Marquardt,2013-03-16,-135,125,74.07407407,125.0,0.04025899681031945,0.9597410031896784,0,Blue,-100.0
3215,Nick Ring,Chris Camozzi,2013-03-16,-145,135,68.96551724,135.0,0.39183547501653,0.6081645249834703,1,Blue,135.0
3216,Mike Ricci,Colin Fletcher,2013-03-16,-450,400,22.22222222,400.0,0.8155891909037513,0.18441080909624658,0,,0.0
3217,Antonio Carvalho,Darren Elkins,2013-03-16,210,-230,210.0,43.47826087,0.20924670774540635,0.7907532922545929,1,Blue,43.47826087
3218,John Makdessi,Daron Cruickshank,2013-03-16,-130,120,76.92307692,120.0,0.5489705790017516,0.451029420998249,0,,0.0
3219,TJ Dillashaw,Issei Tamura,2013-03-16,-660,540,15.15151515,540.0,0.9847920278006598,0.015207972199336851,0,Red,15.15151515
3220,George Roop,Reuben Duran,2013-03-16,110,-120,110.0,83.33333333,0.6571669289777753,0.34283307102222643,0,Red,110.0
3221,Wanderlei Silva,Brian Stann,2013-03-02,270,-300,270.0,33.33333333,0.34634368477602323,0.6536563152239783,0,Red,270.0
3222,Stefan Struve,Mark Hunt,2013-03-02,-205,188,48.7804878,188.0,0.9997226316730742,0.000277368326922928,1,Red,-100.0
3223,Takanori Gomi,Diego Sanchez,2013-03-02,211,-231,211.0,43.29004329,0.3971597957611765,0.6028402042388251,1,Red,-100.0
3224,Yushin Okami,Hector Lombard,2013-03-02,185,-200,185.0,50.0,0.06088291011377079,0.9391170898862325,0,Blue,-100.0
