R_fighter,B_fighter,R_odds,B_odds,R_ev,B_ev,date,location,country,Winner,title_bout,weight_class,gender,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,empty_arena,constant_1,B_match_weightclass_rank,R_match_weightclass_rank,R_Women's Flyweight_rank,R_Women's Featherweight_rank,R_Women's Strawweight_rank,R_Women's Bantamweight_rank,R_Heavyweight_rank,R_Light Heavyweight_rank,R_Middleweight_rank,R_Welterweight_rank,R_Lightweight_rank,R_Featherweight_rank,R_Bantamweight_rank,R_Flyweight_rank,R_Pound-for-Pound_rank,B_Women's Flyweight_rank,B_Women's Featherweight_rank,B_Women's Strawweight_rank,B_Women's Bantamweight_rank,B_Heavyweight_rank,B_Light Heavyweight_rank,B_Middleweight_rank,B_Welterweight_rank,B_Lightweight_rank,B_Featherweight_rank,B_Bantamweight_rank,B_Flyweight_rank,B_Pound-for-Pound_rank,better_rank,finish,finish_details,finish_round,finish_round_time,total_fight_time_secs
Robbie Lawler,Bobby Voelker,-345,315,28.98550725,315,7/27/2013,"Seattle, Washington, USA", USA,Red,FALSE,Welterweight,MALE,3,1,0,0,83,0.47,0,4,0.8,0,1,3,0,0,0,0,0,0,0,0,Orthodox,182.88,190.5,170,0,1,0,21.25,0.43375,0,1.625,0.5625,3,3,15,0,0,0,2,3,0,0,5,Southpaw,180.34,187.96,170,31,34,-1,-1,-3,-5,2,-12,0,-3,0,2.54,2.54,-3,61.75,0,2.375,0,1,,9,,,,,,,,9,,,,,,,,,,,,,,,,,,,Red,KO/TKO,Kick,2,0:24,324
Liz Carmouche,Jessica Andrade,-500,435,20,435,7/27/2013,"Seattle, Washington, USA", USA,Red,FALSE,Women's Bantamweight,FEMALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,154.94,157.48,115,1,0,0,4,0.66,1,0,0,0,1,1,1,0,0,0,0,0,0,0,Orthodox,167.64,167.64,125,29,21,1,0,0,0,1,-1,-1,0,0,-12.7,-10.16,8,-4,-1,0,0,1,,5,,,,5,,,,,,,,,,,,,,,,,,,,,,,Red,KO/TKO,Punches,2,3:57,537
Michael Chiesa,Jorge Masvidal,255,-280,255,35.71428571,7/27/2013,"Seattle, Washington, USA", USA,Blue,FALSE,Lightweight,MALE,3,0,1,0,50,0.37,0,6,0.75,1,0,3,0,0,0,1,0,0,0,1,Orthodox,180.34,187.96,170,0,2,0,7,0.35,1.5,1,0.265,2,0,3,1,0,0,0,0,2,0,2,Southpaw,185.42,190.5,170,25,28,0,-1,-1,-1,0,0,-1,0,-2,-5.08,-2.54,-3,43,-1.5,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,D'Arce Choke,2,4:59,599
Danny Castillo,Tim Means,-265,245,37.73584906,245,7/27/2013,"Seattle, Washington, USA", USA,Red,FALSE,Lightweight,MALE,3,1,0,0,50.66666667,0.47,0,0,0,2,1,7,0,0,0,1,1,0,0,2,Orthodox,187.96,190.5,170,0,1,0,34.14285714,0.54,0.142857143,2.857142857,0.431428571,3,2,18,0,0,1,3,1,0,0,5,Orthodox,175.26,180.34,155,33,29,-1,-1,-1,-3,1,-11,0,0,0,12.7,10.16,4,16.52380953,-0.142857143,-2.857142857,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900
Mac Danzig,Melvin Guillard,145,-155,145,64.51612903,7/27/2013,"Seattle, Washington, USA", USA,Blue,FALSE,Lightweight,MALE,3,2,0,0,19.89473684,0.413684211,0.105263158,0.736842105,0.328947368,5,8,32,0,0,2,2,6,0,1,11,Orthodox,175.26,172.72,155,1,0,0,37.90909091,0.498181818,0.545454545,1.090909091,0.387272727,2,6,26,1,0,0,2,1,2,0,5,Orthodox,172.72,177.8,155,33,30,-1,0,3,6,-2,6,-1,6,-2,2.54,-5.08,3,-18.01435407,-0.440191387,-0.354066986,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,2,2:47,467
Yves Edwards,Daron Cruickshank,165,-190,165,52.63157895,7/27/2013,"Seattle, Washington, USA", USA,Blue,FALSE,Lightweight,MALE,3,1,0,0,40,0.46,0,1.333333333,0.266666667,2,1,8,0,0,0,1,1,0,0,2,Switch,172.72,182.88,155,1,0,0,27.17647059,0.481764706,0.588235294,0.294117647,0.195882353,6,7,38,0,0,1,2,5,2,0,10,Southpaw,175.26,185.42,155,36,28,0,0,-4,-8,6,-30,0,-4,-2,-2.54,-2.54,8,12.82352941,-0.588235294,1.039215686,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3,5:00,900
Ed Herman,Trevor Smith,-175,165,57.14285714,165,7/27/2013,"Seattle, Washington, USA", USA,Red,FALSE,Middleweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,190.5,190.5,185,1,0,0,23.46153846,0.530769231,0.923076923,2.076923077,0.555384615,3,6,27,1,0,0,1,2,4,0,7,Orthodox,185.42,195.58,205,32,32,1,0,-3,-7,6,-27,-1,-2,-4,5.08,-5.08,0,-23.46153846,-0.923076923,-2.076923077,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3,5:00,900
Julie Kedzie,Germaine de Randamie,170,-185,170,54.05405405,7/27/2013,"Seattle, Washington, USA", USA,Blue,FALSE,Women's Bantamweight,FEMALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,180.34,135,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,165.1,162.56,135,32,29,0,0,0,0,0,0,0,0,0,10.16,17.78,3,0,0,0,0,1,10,8,,,,8,,,,,,,,,,,,,10,,,,,,,,,,Red,S-DEC,,3,5:00,900
Aaron Riley,Justin Salas,220,-240,220,41.66666667,7/27/2013,"Seattle, Washington, USA", USA,Blue,FALSE,Lightweight,MALE,3,1,0,0,27.5,0.535,0,2,0.13,1,1,4,0,0,0,1,0,0,0,1,Southpaw,172.72,177.8,155,1,0,0,36,0.36875,0.125,1,0.28375,1,5,17,0,0,0,3,0,0,0,3,Southpaw,172.72,175.26,155,32,31,0,0,0,-2,4,-13,0,0,0,0,2.54,1,-8.5,-0.125,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3,5:00,900
John Albert,Yaotzin Meza,-220,200,45.45454545,200,7/27/2013,"Seattle, Washington, USA", USA,Blue,FALSE,Bantamweight,MALE,3,1,0,0,2,0.13,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,175.26,187.96,145,3,0,0,15.75,0.48,1.5,0,0,1,3,4,0,0,0,0,1,0,0,1,Orthodox,172.72,172.72,135,26,32,2,0,-1,-1,2,-3,0,-1,0,2.54,15.24,-6,-13.75,-1.5,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,2,2:49,469
Anderson Silva,Chris Weidman,-230,210,43.47826087,210,7/6/2013,"Las Vegas, Nevada, USA", USA,Blue,TRUE,Middleweight,MALE,5,0,5,0,28.2,0.484,0.8,2.6,0.856,5,0,10,0,0,0,2,1,2,0,5,Orthodox,187.96,198.12,185,0,16,0,29.6875,0.7025,0.375,0.1875,0.1875,16,0,35,11,0,0,2,11,3,0,16,Southpaw,187.96,195.58,185,38,29,0,-11,-11,-11,0,-25,-11,-10,-1,0,2.54,9,-1.4875,0.425,2.4125,0,1,1,0,,,,,,,0,,,,,,1,,,,,,,1,,,,,,,Red,KO/TKO,Punch,2,1:18,378
Frankie Edgar,Charles Oliveira,-640,470,15.625,470,7/6/2013,"Las Vegas, Nevada, USA", USA,Red,FALSE,Featherweight,MALE,3,1,0,0,17.25,0.49875,1.125,0.75,0.34,2,4,12,0,0,0,0,0,4,0,4,Orthodox,177.8,187.96,155,3,0,0,59.07142857,0.409285714,0.428571429,3.142857143,0.287142857,5,5,52,7,0,0,6,2,1,0,9,Orthodox,167.64,172.72,145,31,23,2,0,-3,-5,1,-40,-7,-2,3,10.16,15.24,8,-41.82142857,0.696428571,-2.392857143,0,1,,3,,,,,,,,,,3,,,10,,,,,,,,,,,,,,Red,U-DEC,,3,5:00,900
Tim Kennedy,Roger Gracie,-155,145,64.51612903,145,7/6/2013,"Las Vegas, Nevada, USA", USA,Red,FALSE,Middleweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,193.04,200.66,185,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,187.96,185,33,31,0,0,0,0,0,0,0,0,0,12.7,12.7,2,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900
Mark Munoz,Tim Boetsch,100,-110,100,90.90909091,7/6/2013,"Las Vegas, Nevada, USA", USA,Red,FALSE,Middleweight,MALE,3,1,0,0,32.09090909,0.506363636,0.454545455,1.545454545,0.219090909,4,4,27,0,0,1,3,3,0,0,7,Orthodox,182.88,187.96,185,1,0,0,28.7,0.433,0.3,1.4,0.256,4,3,21,0,0,1,2,4,0,0,7,Orthodox,182.88,182.88,185,35,32,0,0,0,0,-1,6,0,-1,0,0,5.08,3,3.39090909,0.154545455,0.145454545,0,1,10,8,,,,,,,8,,,,,,,,,,,,,10,,,,,,,Red,U-DEC,,3,5:00,900
Cub Swanson,Dennis Siver,-178,167,56.17977528,167,7/6/2013,"Las Vegas, Nevada, USA", USA,Red,FALSE,Featherweight,MALE,3,0,2,0,39.93333333,0.342666667,0.2,0.466666667,0.226666667,4,5,33,0,0,0,5,3,2,0,10,Orthodox,167.64,177.8,145,0,4,0,34.4,0.47,0.2,1,0.6,4,1,10,0,0,0,1,3,0,0,4,Orthodox,172.72,177.8,145,29,34,0,-2,0,6,-4,23,0,0,2,-5.08,0,-5,5.53333333,0,-0.533333333,0,1,6,5,,,,,,,,,,5,,,,,,,,,,,,,6,,,,Red,KO/TKO,Punches,3,2:24,744
Chris Leben,Andrew Craig,140,-150,140,66.66666667,7/6/2013,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Middleweight,MALE,3,1,0,0,26.33333333,0.48,0,0.333333333,0.166666667,2,1,8,0,0,0,1,1,0,0,2,Orthodox,185.42,193.04,170,2,0,0,26.55,0.455,0.5,0.85,0.3785,5,8,42,0,0,1,2,7,2,0,12,Southpaw,180.34,187.96,185,32,27,1,0,-3,-10,7,-34,0,-6,-2,5.08,5.08,5,-0.21666667,-0.5,-0.516666667,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3,5:00,900
Norman Parke,Kazuki Tokudome,-131,121,76.33587786,121,7/6/2013,"Las Vegas, Nevada, USA", USA,Red,FALSE,Lightweight,MALE,3,0,1,0,33,0.42,0,2,1,1,0,3,0,0,0,1,0,0,0,1,Southpaw,180.34,185.42,155,0,1,0,42,0.42,0,6,0.66,1,0,3,1,0,0,1,0,0,0,1,Southpaw,180.34,177.8,155,26,26,0,0,0,0,0,0,-1,0,0,0,7.62,0,-9,0,-4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900
Gabriel Gonzaga,Dave Herman,-155,135,64.51612903,135,7/6/2013,"Las Vegas, Nevada, USA", USA,Red,FALSE,Heavyweight,MALE,3,3,0,0,30.5,0.505,0,0.75,0.5,1,3,7,0,0,0,0,1,0,0,1,Orthodox,193.04,193.04,242,1,0,0,13.53333333,0.544,0.666666667,1.2,0.539333333,4,6,24,1,0,0,0,5,4,0,9,Orthodox,187.96,193.04,242,34,28,-2,0,-3,-8,3,-17,-1,-4,-4,5.08,0,6,16.96666667,-0.666666667,-0.45,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1,0:17,17
Edson Barboza,Rafaello Oliveira,-600,500,16.66666667,500,7/6/2013,"Las Vegas, Nevada, USA", USA,Red,FALSE,Lightweight,MALE,3,0,1,0,27.5,0.37,1.5,2.333333333,0.331666667,1,4,16,0,0,0,2,0,0,0,2,Orthodox,172.72,180.34,155,0,1,0,38,0.461666667,0,0.666666667,0.333333333,4,1,14,0,0,1,1,3,0,0,5,Orthodox,180.34,190.5,155,27,31,0,0,-3,-3,-3,2,0,-3,0,-7.62,-10.16,-4,-10.5,1.5,1.666666666,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Kicks,2,1:44,404
Seth Baczynski,Brian Melancon,-280,250,35.71428571,250,7/6/2013,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Welterweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,182.88,170,1,0,0,25.66666667,0.346666667,0.833333333,0.333333333,0.066666667,4,2,14,0,0,1,0,1,2,0,4,Orthodox,190.5,187.96,170,31,31,1,0,-4,-4,2,-14,0,-1,-2,-17.78,-5.08,0,-25.66666667,-0.833333333,-0.333333333,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1,4:59,299
Mike Pierce,David Mitchell,-660,540,15.15151515,540,7/6/2013,"Las Vegas, Nevada, USA", USA,Red,FALSE,Welterweight,MALE,3,0,1,0,32,0.426666667,2.666666667,1,0.386666667,1,2,9,0,0,0,1,0,0,0,1,Orthodox,182.88,193.04,170,0,3,0,34.63636364,0.466363636,0.272727273,2.727272727,0.368181818,3,3,31,0,0,1,4,2,1,0,8,Orthodox,172.72,177.8,170,32,33,0,-2,-2,-7,1,-22,0,-2,-1,10.16,15.24,-1,-2.63636364,2.393939394,-1.727272727,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Knee,2,2:55,475
Rashad Evans,Dan Henderson,-190,175,52.63157895,175,6/15/2013,"Winnipeg, Manitoba, Canada", Canada,Red,FALSE,Light Heavyweight,MALE,3,1,0,0,38.11111111,0.49,0.555555556,1.555555556,0.437777778,4,3,27,3,0,2,3,1,0,0,6,Orthodox,180.34,187.96,185,2,0,0,28.25,0.36875,0,3.0625,0.4175,5,4,47,4,1,3,3,5,0,0,12,Orthodox,182.88,190.5,205,33,42,1,0,-1,-6,1,-20,-1,-4,0,-2.54,-2.54,-9,9.86111111,0.555555556,-1.506944444,0,1,3,6,,,,,,6,,,,,,,,,,,,,3,,,,,,,,Blue,S-DEC,,3,5:00,900
Roy Nelson,Stipe Miocic,-275,250,36.36363636,250,6/15/2013,"Winnipeg, Manitoba, Canada", Canada,Blue,FALSE,Heavyweight,MALE,3,1,0,0,39,0.455,0,1.75,0.475,3,1,8,0,0,0,1,2,0,0,3,Orthodox,193.04,203.2,240,0,3,0,18.11111111,0.415555556,0.111111111,0.333333333,0.166666667,3,3,17,1,0,0,0,6,0,0,6,Orthodox,182.88,182.88,263,36,30,-1,-3,0,-3,2,-9,-1,-4,0,10.16,20.32,6,20.88888889,-0.111111111,1.416666667,0,1,,5,,,,,5,,,,,,,,,,,,,,,,,,,,,,Red,U-DEC,,3,5:00,900
Ryan Jimmo,Igor Pokrajac,-310,280,32.25806452,280,6/15/2013,"Winnipeg, Manitoba, Canada", Canada,Red,FALSE,Light Heavyweight,MALE,3,2,0,0,23.66666667,0.496666667,0.111111111,0.777777778,0.267777778,3,5,20,0,0,0,1,2,1,0,4,Orthodox,182.88,193.04,205,1,0,0,18,0.825,0,0,0,1,1,4,0,0,0,0,1,0,0,1,Orthodox,185.42,185.42,205,31,34,-1,0,2,3,-4,16,0,1,1,-2.54,7.62,-3,5.66666667,0.111111111,0.777777778,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900
Alexis Davis,Rosi Sexton,-500,435,20,435,6/15/2013,"Winnipeg, Manitoba, Canada", Canada,Red,FALSE,Women's Bantamweight,FEMALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,160.02,160.02,135,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64,172.72,125,28,35,0,0,0,0,0,0,0,0,0,-7.62,-12.7,-7,0,0,0,0,1,,6,,,,6,,,,,,,,,,,,,,,,,,,,,,,Red,U-DEC,,3,5:00,900
Pat Barry,Shawn Jordan,105,-115,105,86.95652174,6/15/2013,"Winnipeg, Manitoba, Canada", Canada,Blue,FALSE,Heavyweight,MALE,3,0,1,0,40.33333333,0.5,0,0.666666667,0.333333333,1,1,7,0,0,0,0,2,0,0,2,Southpaw,182.88,190.5,260,0,1,0,18.5,0.555,0.1,0,0,1,5,17,0,0,0,1,4,0,0,5,Orthodox,180.34,187.96,235,33,28,0,0,0,-3,4,-10,0,-2,0,2.54,2.54,5,21.83333333,-0.1,0.666666667,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1,0:59,59
Jake Shields,Tyron Woodley,190,-210,190,47.61904762,6/15/2013,"Winnipeg, Manitoba, Canada", Canada,Red,FALSE,Welterweight,MALE,3,0,1,0,15,0.68,0,0,0,1,0,1,0,0,0,0,1,0,0,1,Orthodox,175.26,187.96,170,1,0,0,45.6,0.39,0,1.8,0.154,1,3,15,1,0,1,1,0,0,0,2,Orthodox,182.88,182.88,170,34,31,1,1,0,-1,3,-14,-1,1,0,-7.62,5.08,3,-30.6,0,-1.8,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3,5:00,900
Sam Stout,James Krause,-290,260,34.48275862,260,6/15/2013,"Winnipeg, Manitoba, Canada", Canada,Blue,FALSE,Lightweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,187.96,185.42,170,0,1,0,55.86666667,0.273333333,0.066666667,0.466666667,0.155333333,2,7,41,0,0,3,4,1,0,0,8,Orthodox,175.26,177.8,155,29,27,0,-1,-2,-8,7,-41,0,-1,0,12.7,7.62,2,-55.86666667,-0.066666667,-0.466666667,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Guillotine Choke,3,4:47,887
Sean Pierson,Kenny Robertson,130,-140,130,71.42857143,6/15/2013,"Winnipeg, Manitoba, Canada", Canada,Red,FALSE,Welterweight,MALE,3,0,1,0,16.66666667,0.533333333,0.666666667,0.333333333,0.333333333,1,2,6,0,0,0,0,0,1,0,1,Orthodox,177.8,187.96,170,0,2,0,52.4,0.348,0.4,0.4,0.166,2,2,13,0,0,0,3,0,0,0,3,Southpaw,182.88,193.04,170,37,29,0,-1,-1,-2,0,-7,0,0,1,-5.08,-5.08,8,-35.73333333,0.266666667,-0.066666667,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,M-DEC,,3,5:00,900
Roland Delorme,Edwin Figueroa,-136,126,73.52941176,126,6/15/2013,"Winnipeg, Manitoba, Canada", Canada,Red,FALSE,Bantamweight,MALE,3,1,0,0,33.25,0.4425,0.25,0.25,0.25,2,2,10,0,0,1,0,1,0,0,2,Orthodox,170.18,175.26,135,1,0,0,26,0.513333333,1.333333333,1,0.2,2,1,5,0,0,0,0,0,2,0,2,Orthodox,175.26,180.34,135,29,28,0,0,0,0,-1,5,0,1,-2,-5.08,-5.08,1,7.25,-1.083333333,-0.75,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900
Mitch Clarke,John Maguire,230,-250,230,40,6/15/2013,"Winnipeg, Manitoba, Canada", Canada,Red,FALSE,Lightweight,MALE,3,2,0,0,20.75,0.55,1.25,2.5,0.4975,2,2,11,0,0,0,1,0,1,0,2,Southpaw,175.26,175.26,155,2,0,0,11.5,0.185,0.5,1.5,0.185,0,2,5,0,0,0,0,0,0,0,0,Orthodox,177.8,185.42,155,27,30,0,0,2,2,0,6,0,0,1,-2.54,-10.16,-3,9.25,0.75,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900
Yves Jabouin,Dustin Pague,-340,310,29.41176471,310,6/15/2013,"Winnipeg, Manitoba, Canada", Canada,Red,FALSE,Bantamweight,MALE,3,2,0,0,18,0.5,0.5,0.5,0.375,1,3,8,0,0,0,0,0,1,0,1,Orthodox,175.26,187.96,135,1,0,0,32.4,0.422,0,0.8,0.132,3,2,11,0,0,2,1,0,0,0,3,Orthodox,170.18,172.72,135,34,25,-1,0,-2,-2,-1,-3,0,0,1,5.08,15.24,9,-14.4,0.5,-0.3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3,5:00,900
Minotauro Nogueira,Fabricio Werdum,245,-265,245,37.73584906,6/8/2013,"Fortaleza, Ceara, Brazil", Brazil,Blue,FALSE,Heavyweight,MALE,5,0,2,0,35.33333333,0.566666667,0,0.333333333,0.083333333,2,2,11,0,0,0,1,3,0,0,4,Orthodox,193.04,195.58,231,0,1,0,22.375,0.38875,1.25,0.875,0.16375,2,3,16,2,0,0,2,1,2,0,5,Orthodox,190.5,195.58,240,37,35,0,1,0,-1,1,-5,-2,2,-2,2.54,0,2,12.95833333,-1.25,-0.541666667,0,1,3,8,,,,,8,,,,,,,,,,,,,3,,,,,,,,,Blue,,,,,
William Patolino,Leonardo Santos,140,-150,140,66.66666667,6/8/2013,"Fortaleza, Ceara, Brazil", Brazil,Blue,TRUE,Welterweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,190.5,155,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,190.5,170,21,33,0,0,0,0,0,0,0,0,0,2.54,0,-12,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,
Thiago Silva,Rafael Feijao,190,-210,190,47.61904762,6/8/2013,"Fortaleza, Ceara, Brazil", Brazil,Red,FALSE,Light Heavyweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,185.42,205,4,0,0,27.9,0.558,0.4,0.6,0.35,4,5,19,0,0,0,0,5,0,0,5,Orthodox,187.96,187.96,205,30,33,4,0,-4,-5,5,-19,0,-5,0,-2.54,-2.54,-3,-27.9,-0.4,-0.6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,
Erick Silva,Jason High,-410,365,24.3902439,365,6/8/2013,"Fortaleza, Ceara, Brazil", Brazil,Red,FALSE,Welterweight,MALE,3,1,0,0,12,0.38,3,0,0,0,1,3,0,0,0,0,0,0,0,0,Southpaw,172.72,180.34,155,1,0,0,10.25,0.63,1,0.5,0.165,1,2,6,0,0,0,0,1,1,0,2,Orthodox,182.88,187.96,170,28,31,0,0,-1,-2,1,-3,0,-1,-1,-10.16,-7.62,-3,1.75,2,-0.5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Armbar,1,1:11,71
Daniel Sarafian,Eddie Mendez,-440,390,22.72727273,390,6/8/2013,"Fortaleza, Ceara, Brazil", Brazil,Red,FALSE,Middleweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,193.04,185,1,0,0,38,0.38,0,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,175.26,185.42,185,30,29,1,0,0,0,1,-3,0,0,0,2.54,7.62,1,-38,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Arm Triangle,1,2:20,140
Rony Jason,Mike Wilkinson,-330,300,30.3030303,300,6/8/2013,"Fortaleza, Ceara, Brazil", Brazil,Red,FALSE,Featherweight,MALE,3,0,1,0,54,0.33,0,1,0.08,1,0,3,0,0,0,1,0,0,0,1,Switch,170.18,172.72,145,0,2,0,41,0.47,0.5,0.5,0.5,2,0,5,1,0,0,1,1,0,0,2,Orthodox,170.18,177.8,145,29,25,0,-1,-1,-1,0,-2,-1,-1,0,0,-5.08,4,13,-0.5,0.5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Triangle Choke,1,1:24,84
Raphael Assuncao,Vaughan Lee,-430,380,23.25581395,380,6/8/2013,"Fortaleza, Ceara, Brazil", Brazil,Red,FALSE,Bantamweight,MALE,3,0,1,0,17.75,0.45,1,1,0.11,1,2,8,0,0,0,1,0,1,0,2,Orthodox,167.64,167.64,125,0,3,0,39.5,0.495,0,0.75,0.0925,3,1,9,0,0,0,2,1,0,0,3,Orthodox,165.1,167.64,135,30,30,0,-2,-2,-1,-1,-1,0,-1,1,2.54,0,0,-21.75,1,0.25,0,1,,6,,,,,,,,,,,6,,,,,,,,,,,,,,,,Red,SUB,Armbar,2,1:51,411
Godofredo Pepey,Felipe Arantes,200,-220,200,45.45454545,6/8/2013,"Fortaleza, Ceara, Brazil", Brazil,Blue,FALSE,Featherweight,MALE,3,1,0,0,40,0.53,0,0.666666667,0.333333333,1,2,9,0,0,0,1,0,0,0,1,Orthodox,172.72,185.42,135,0,1,0,34,0.425,0.5,0,0,1,1,6,1,0,1,0,0,0,0,1,Orthodox,170.18,185.42,145,25,25,-1,-1,0,0,-1,3,-1,0,0,2.54,0,0,6,-0.5,0.666666667,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Elbows,1,3:32,212
Ildemar Alcantara,Leandro Silva,-170,160,58.82352941,160,6/8/2013,"Fortaleza, Ceara, Brazil", Brazil,Red,FALSE,Welterweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,182.88,155,0,1,0,24,0.43,3,2,0.66,1,0,2,0,0,0,0,0,1,0,1,Orthodox,187.96,198.12,185,30,27,0,-1,-1,-1,0,-2,0,0,-1,-12.7,-15.24,3,-24,-3,-2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900
Rodrigo Damm,Mizuto Hirota,-155,145,64.51612903,145,6/8/2013,"Fortaleza, Ceara, Brazil", Brazil,Red,FALSE,Featherweight,MALE,3,1,0,0,4,0.28,0,1,1,0,1,3,0,0,0,0,0,0,0,0,Orthodox,170.18,170.18,155,1,0,0,30.5,0.415,0.5,0,0,1,1,4,0,0,0,0,0,1,0,1,Orthodox,170.18,180.34,155,33,32,0,0,-1,-1,0,-1,0,0,-1,0,-10.16,1,-26.5,-0.5,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3,5:00,900
