,R_fighter,B_fighter,R_odds,B_odds,R_ev,B_ev,date,location,country,Winner,title_bout,weight_class,gender,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,constant_1,label
2544,Frankie Edgar,Cub Swanson,-170.0,160.0,58.82352941,160.0,2014-11-22,"Austin, Texas, USA", USA,Red,False,Featherweight,MALE,5.0,0.0,6.0,0.0,43.14285714,0.451428571,0.14285714300000002,0.857142857,0.571428571,6.0,1.0,18.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,6.0,Orthodox,172.72,177.8,145.0,0.0,2.0,0.0,62.375,0.426875,0.375,3.0625,0.33875,5.0,5.0,58.0,7.0,0.0,0.0,7.0,3.0,1.0,0.0,11.0,Orthodox,167.64,172.72,145.0,33.0,31.0,0.0,4.0,1.0,-5.0,4.0,-40.0,-7.0,1.0,-1.0,5.08,5.08,2.0,0.024553571,-0.23214285699999998,-2.205357143,1.0,1
2545,Bobby Green,Edson Barboza,140.0,-150.0,140.0,66.66666667,2014-11-22,"Austin, Texas, USA", USA,Blue,False,Lightweight,MALE,3.0,0.0,1.0,0.0,35.8,0.475,0.1,0.4,0.2,4.0,2.0,21.0,0.0,1.0,1.0,1.0,5.0,0.0,0.0,8.0,Orthodox,180.34,190.5,155.0,0.0,4.0,0.0,53.25,0.4875,0.25,1.0,0.375,4.0,0.0,10.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,Orthodox,177.8,180.34,155.0,28.0,28.0,0.0,-3.0,0.0,4.0,-2.0,11.0,0.0,4.0,-1.0,2.54,10.16,0.0,-0.0125,-0.15,-0.6,1.0,0
2546,Brad Pickett,Chico Camus,-175.0,165.0,57.14285714,165.0,2014-11-22,"Austin, Texas, USA", USA,Blue,False,Flyweight,MALE,3.0,2.0,0.0,0.0,24.0,0.486,0.6,1.0,0.39799999999999996,1.0,3.0,15.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,Orthodox,167.64,167.64,125.0,1.0,0.0,0.0,35.375,0.3,0.25,1.625,0.35875,2.0,4.0,18.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,Orthodox,167.64,172.72,135.0,36.0,29.0,-1.0,0.0,-1.0,-2.0,1.0,-3.0,0.0,-1.0,-1.0,0.0,-5.08,7.0,0.18600000000000003,0.35,-0.625,1.0,0
2547,Jared Rosholt,Aleksei Oleinik,-420.0,375.0,23.80952381,375.0,2014-11-22,"Austin, Texas, USA", USA,Blue,False,Heavyweight,MALE,3.0,0.0,1.0,0.0,10.0,0.45,1.0,1.0,0.25,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Orthodox,187.96,203.2,240.0,0.0,3.0,0.0,36.66666667,0.57,0.0,1.6666666669999999,0.45,3.0,0.0,9.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,Orthodox,187.96,190.5,265.0,28.0,37.0,0.0,-2.0,-2.0,-2.0,0.0,-8.0,0.0,0.0,1.0,0.0,12.7,-9.0,-0.12,1.0,-0.666666667,1.0,0
2548,Joseph Benavidez,Dustin Ortiz,-430.0,380.0,23.25581395,380.0,2014-11-22,"Austin, Texas, USA", USA,Red,False,Flyweight,MALE,3.0,0.0,2.0,0.0,43.75,0.5275,0.0,2.5,0.3875,2.0,1.0,12.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,Orthodox,165.1,165.1,125.0,0.0,1.0,0.0,35.88888889,0.32888888899999996,0.444444444,0.8888888890000001,0.165555556,3.0,2.0,21.0,2.0,0.0,0.0,3.0,3.0,1.0,0.0,7.0,Southpaw,162.56,165.1,125.0,30.0,25.0,0.0,1.0,-1.0,-4.0,1.0,-9.0,-2.0,-2.0,-1.0,2.54,0.0,5.0,0.198611111,-0.444444444,1.611111111,1.0,1
2549,Matt Wiman,Isaac Vallie-Flagg,-175.0,165.0,57.14285714,165.0,2014-11-22,"Austin, Texas, USA", USA,Red,False,Lightweight,MALE,3.0,2.0,0.0,0.0,68.0,0.39333333299999995,0.0,0.333333333,0.166666667,1.0,2.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Orthodox,172.72,172.72,155.0,1.0,0.0,0.0,32.5,0.495,1.285714286,1.714285714,0.40928571399999997,4.0,5.0,30.0,0.0,0.0,0.0,4.0,2.0,3.0,0.0,9.0,Orthodox,177.8,172.72,155.0,31.0,36.0,-1.0,0.0,-3.0,-8.0,3.0,-21.0,0.0,-2.0,-3.0,-5.08,0.0,-5.0,-0.10166666699999999,-1.285714286,-1.380952381,1.0,1
2550,Ruslan Magomedov,Josh Copeland,-230.0,210.0,43.47826087,210.0,2014-11-22,"Austin, Texas, USA", USA,Red,False,Heavyweight,MALE,3.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,185.42,190.5,265.0,0.0,1.0,0.0,47.0,0.4,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Orthodox,190.5,198.12,242.0,27.0,32.0,0.0,-1.0,-1.0,-1.0,0.0,-3.0,0.0,0.0,0.0,-5.08,-7.62,-5.0,-0.4,0.0,0.0,1.0,1
2551,Luke Barnatt,Roger Narvaez,-420.0,375.0,23.80952381,375.0,2014-11-22,"Austin, Texas, USA", USA,Blue,False,Middleweight,MALE,3.0,1.0,0.0,0.0,3.0,0.13,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southpaw,190.5,200.66,185.0,1.0,0.0,0.0,60.25,0.3625,0.5,0.5,0.375,3.0,1.0,9.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,Orthodox,198.12,195.58,185.0,26.0,31.0,0.0,0.0,-3.0,-3.0,0.0,-7.0,0.0,-1.0,-1.0,-7.62,5.08,-5.0,-0.2325,-0.5,-0.5,1.0,0
2552,James Vick,Nick Hein,-280.0,255.0,35.71428571,255.0,2014-11-22,"Austin, Texas, USA", USA,Red,False,Lightweight,MALE,3.0,0.0,1.0,0.0,50.0,0.47,0.0,2.0,0.33,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Southpaw,167.64,167.64,155.0,0.0,2.0,0.0,38.5,0.17,0.5,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,Orthodox,190.5,193.04,155.0,27.0,30.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,-22.86,-25.4,-3.0,0.3,-0.5,2.0,1.0,1
2553,Yves Edwards,Akbarh Arreola,-265.0,245.0,37.73584906,245.0,2014-11-22,"Austin, Texas, USA", USA,Blue,False,Lightweight,MALE,3.0,1.0,0.0,0.0,30.0,0.41,0.0,2.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southpaw,177.8,180.34,155.0,4.0,0.0,0.0,27.8,0.4705,0.5,0.3,0.2165,6.0,10.0,45.0,0.0,0.0,1.0,2.0,5.0,2.0,0.0,10.0,Southpaw,175.26,185.42,155.0,38.0,31.0,3.0,0.0,-6.0,-10.0,9.0,-42.0,0.0,-5.0,-2.0,2.54,-5.08,7.0,-0.0605,-0.5,1.7,1.0,0
2554,Paige VanZant,Kailin Curran,100.0,-110.0,100.0,90.90909091,2014-11-22,"Austin, Texas, USA", USA,Red,False,Women's Strawweight,FEMALE,3.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,162.56,165.1,115.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,162.56,165.1,115.0,20.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,1.0,1
2555,Juan Puig,Dooho Choi,375.0,-420.0,375.0,23.80952381,2014-11-22,"Austin, Texas, USA", USA,Blue,False,Featherweight,MALE,3.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,177.8,177.8,145.0,1.0,0.0,0.0,13.0,0.25,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,175.26,182.88,145.0,25.0,23.0,1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,2.54,-5.08,2.0,-0.25,0.0,0.0,1.0,0
2556,Fabricio Werdum,Mark Hunt,-430.0,380.0,23.25581395,380.0,2014-11-15,"Mexico City, Distrito Federal, Mexico", Mexico,Red,True,Heavyweight,MALE,5.0,0.0,1.0,0.0,35.5,0.43375,0.125,0.75,0.3,4.0,3.0,20.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,5.0,Orthodox,177.8,182.88,265.0,0.0,4.0,0.0,45.625,0.60875,0.125,0.625,0.16625,4.0,2.0,18.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,6.0,Orthodox,193.04,195.58,231.0,37.0,40.0,0.0,-3.0,0.0,-1.0,-1.0,2.0,0.0,1.0,-1.0,-15.24,-12.7,-3.0,-0.175,0.0,0.125,1.0,1
2557,Jake Ellenberger,Kelvin Gastelum,145.0,-155.0,145.0,64.51612903,2014-11-15,"Mexico City, Distrito Federal, Mexico", Mexico,Blue,False,Welterweight,MALE,3.0,0.0,4.0,0.0,42.75,0.455,0.25,1.25,0.375,4.0,0.0,10.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,4.0,Southpaw,175.26,180.34,185.0,2.0,0.0,0.0,24.25,0.41416666700000004,0.25,1.75,0.483333333,6.0,4.0,28.0,0.0,0.0,1.0,2.0,4.0,0.0,1.0,8.0,Orthodox,175.26,180.34,170.0,29.0,23.0,2.0,4.0,-2.0,-4.0,4.0,-18.0,1.0,-5.0,1.0,0.0,0.0,6.0,0.040833333,0.0,-0.5,1.0,0
2558,Ricardo Lamas,Dennis Bermudez,155.0,-165.0,155.0,60.60606061,2014-11-15,"Mexico City, Distrito Federal, Mexico", Mexico,Red,False,Featherweight,MALE,3.0,0.0,7.0,0.0,52.625,0.42875,1.375,3.5,0.5125,7.0,1.0,19.0,1.0,0.0,2.0,2.0,1.0,2.0,0.0,7.0,Orthodox,167.64,167.64,155.0,0.0,1.0,0.0,27.83333333,0.415,1.0,1.333333333,0.236666667,4.0,1.0,16.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,5.0,Orthodox,172.72,180.34,145.0,32.0,27.0,0.0,6.0,3.0,2.0,0.0,3.0,0.0,-1.0,1.0,-5.08,-12.7,5.0,0.01375,0.375,2.166666667,1.0,1
2559,Augusto Montano,Chris Heatherly,-255.0,235.0,39.21568627,235.0,2014-11-15,"Mexico City, Distrito Federal, Mexico", Mexico,Red,False,Welterweight,MALE,3.0,1.0,0.0,0.0,4.0,0.8,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,175.26,172.72,155.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,185.42,185.42,170.0,30.0,26.0,-1.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,-10.16,-12.7,4.0,0.8,0.0,1.0,1.0,1
2560,Edgar Garcia,Hector Urbina,-160.0,150.0,62.5,150.0,2014-11-15,"Mexico City, Distrito Federal, Mexico", Mexico,Blue,False,Welterweight,MALE,3.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,180.34,185.42,170.0,2.0,0.0,0.0,28.0,0.28,0.5,1.0,0.415,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,177.8,180.34,170.0,30.0,27.0,2.0,0.0,0.0,0.0,2.0,-4.0,0.0,0.0,0.0,2.54,5.08,3.0,-0.28,-0.5,-1.0,1.0,0
2561,Yair Rodriguez,Leonardo Morales,-230.0,210.0,43.47826087,210.0,2014-11-15,"Mexico City, Distrito Federal, Mexico", Mexico,Red,True,Featherweight,MALE,3.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southpaw,172.72,172.72,135.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,180.34,180.34,145.0,22.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.62,-7.62,1.0,0.0,0.0,0.0,1.0,1
2562,Alejandro Perez,Jose Quinonez,215.0,-235.0,215.0,42.55319149,2014-11-15,"Mexico City, Distrito Federal, Mexico", Mexico,Red,True,Bantamweight,MALE,3.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,172.72,175.26,135.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,167.64,170.18,135.0,25.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.08,5.08,1.0,0.0,0.0,0.0,1.0,1
2563,Jessica Eye,Leslie Smith,-295.0,265.0,33.89830508,265.0,2014-11-15,"Mexico City, Distrito Federal, Mexico", Mexico,Red,False,Women's Bantamweight,FEMALE,3.0,0.0,1.0,0.0,57.5,0.465,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Orthodox,175.26,167.64,135.0,2.0,0.0,0.0,56.0,0.365,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,167.64,167.64,125.0,28.0,32.0,2.0,1.0,1.0,1.0,1.0,-2.0,0.0,1.0,0.0,7.62,0.0,-4.0,0.1,0.0,0.0,1.0,1
2564,Gabriel Benitez,Humberto Brown,-600.0,450.0,16.66666667,450.0,2014-11-15,"Mexico City, Distrito Federal, Mexico", Mexico,Red,False,Featherweight,MALE,3.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Switch,177.8,180.34,145.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southpaw,172.72,180.34,145.0,26.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.08,0.0,-4.0,0.0,0.0,0.0,1.0,1
2565,Henry Briones,Guido Cannetti,-135.0,125.0,74.07407407,125.0,2014-11-15,"Mexico City, Distrito Federal, Mexico", Mexico,Red,False,Bantamweight,MALE,3.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southpaw,167.64,172.72,135.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,172.72,175.26,135.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.08,-2.54,0.0,0.0,0.0,0.0,1.0,1
2566,Marco Beltran,Marlon Vera,205.0,-225.0,205.0,44.44444444,2014-11-15,"Mexico City, Distrito Federal, Mexico", Mexico,Red,False,Bantamweight,MALE,3.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Switch,172.72,177.8,135.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,172.72,175.26,125.0,28.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.54,7.0,0.0,0.0,0.0,1.0,1
2567,Mauricio Rua,Ovince Saint Preux,-160.0,150.0,62.5,150.0,2014-11-08,"Uberlandia, Minas Gerais, Brazil", Brazil,Blue,False,Light Heavyweight,MALE,5.0,1.0,0.0,0.0,18.4,0.552,0.4,1.0,0.5,4.0,1.0,12.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,4.0,Southpaw,190.5,203.2,205.0,1.0,0.0,0.0,38.23076923,0.496153846,0.307692308,1.307692308,0.216153846,2.0,7.0,34.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,Orthodox,185.42,193.04,205.0,32.0,31.0,0.0,0.0,2.0,-2.0,6.0,-22.0,-3.0,-4.0,1.0,5.08,10.16,1.0,0.055846154,0.092307692,-0.307692308,1.0,0
2568,Warlley Alves,Alan Jouban,-380.0,340.0,26.31578947,340.0,2014-11-08,"Uberlandia, Minas Gerais, Brazil", Brazil,Red,False,Welterweight,MALE,3.0,0.0,1.0,0.0,25.0,0.58,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Southpaw,182.88,185.42,170.0,0.0,1.0,0.0,19.0,0.48,1.0,2.0,0.66,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Orthodox,180.34,182.88,170.0,23.0,32.0,0.0,0.0,0.0,0.0,0.0,-2.0,-1.0,1.0,-1.0,2.54,2.54,-9.0,0.1,-1.0,-2.0,1.0,1
2569,Claudio Silva,Leon Edwards,195.0,-215.0,195.0,46.51162791,2014-11-08,"Uberlandia, Minas Gerais, Brazil", Brazil,Red,False,Welterweight,MALE,3.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southpaw,182.88,187.96,170.0,0.0,1.0,0.0,36.0,0.49,0.0,3.0,0.2,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Southpaw,180.34,180.34,170.0,32.0,23.0,0.0,-1.0,-1.0,-1.0,0.0,-3.0,0.0,0.0,0.0,2.54,7.62,9.0,-0.49,0.0,-3.0,1.0,1
2570,Dhiego Lima,Jorge de Oliveira,-440.0,390.0,22.72727273,390.0,2014-11-08,"Uberlandia, Minas Gerais, Brazil", Brazil,Red,False,Welterweight,MALE,3.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,172.72,180.34,155.0,1.0,0.0,0.0,5.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,187.96,187.96,170.0,25.0,34.0,1.0,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0,0.0,-15.24,-7.62,-9.0,-0.5,0.0,0.0,1.0,1
2571,Juliana Lima,Nina Ansaroff,110.0,-130.0,110.0,76.92307692,2014-11-08,"Uberlandia, Minas Gerais, Brazil", Brazil,Red,False,Women's Strawweight,FEMALE,3.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,165.1,162.56,115.0,1.0,0.0,0.0,18.0,0.23,0.0,1.0,0.07,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,165.1,165.1,115.0,32.0,28.0,1.0,0.0,0.0,0.0,1.0,-3.0,0.0,0.0,0.0,0.0,-2.54,4.0,-0.23,0.0,-1.0,1.0,1
2572,Diego Rivas,Rodolfo Rubio,-150.0,140.0,66.66666667,140.0,2014-11-08,"Uberlandia, Minas Gerais, Brazil", Brazil,Red,False,Featherweight,MALE,3.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,165.1,167.64,145.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,172.72,175.26,145.0,22.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.62,-7.62,-5.0,0.0,0.0,0.0,1.0,1
2573,Caio Magalhaes,Trevor Smith,-280.0,255.0,35.71428571,255.0,2014-11-08,"Uberlandia, Minas Gerais, Brazil", Brazil,Red,False,Middleweight,MALE,3.0,0.0,1.0,0.0,47.25,0.5675,1.0,1.0,0.18,1.0,2.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,Orthodox,190.5,190.5,185.0,0.0,3.0,0.0,22.75,0.475,1.25,0.75,0.1575,3.0,1.0,9.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,Orthodox,185.42,185.42,185.0,26.0,33.0,0.0,-2.0,-2.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,5.08,5.08,-7.0,0.0925,-0.25,0.25,1.0,1
2574,Leandro Silva,Charlie Brenneman,115.0,-125.0,115.0,80.0,2014-11-08,"Uberlandia, Minas Gerais, Brazil", Brazil,Red,False,Lightweight,MALE,3.0,4.0,0.0,0.0,12.5,0.488,0.0,2.1,0.309,2.0,6.0,20.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,Orthodox,177.8,182.88,155.0,2.0,0.0,0.0,38.0,0.61,0.5,2.0,0.25,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,175.26,182.88,155.0,28.0,33.0,-2.0,0.0,2.0,4.0,-4.0,14.0,0.0,0.0,0.0,2.54,0.0,-5.0,-0.122,-0.5,0.1,1.0,1
2575,Thomas Almeida,Tim Gorman,-365.0,328.0,27.39726027,328.0,2014-11-08,"Uberlandia, Minas Gerais, Brazil", Brazil,Red,False,Bantamweight,MALE,3.0,1.0,0.0,0.0,15.0,0.21,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southpaw,165.1,172.72,135.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southpaw,170.18,177.8,135.0,23.0,31.0,-1.0,0.0,0.0,0.0,-1.0,3.0,0.0,0.0,0.0,-5.08,-5.08,-8.0,0.21,0.0,0.0,1.0,1
2576,Wagner Silva,Colby Covington,435.0,-500.0,435.0,20.0,2014-11-08,"Uberlandia, Minas Gerais, Brazil", Brazil,Blue,False,Welterweight,MALE,3.0,0.0,1.0,0.0,11.0,0.64,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Orthodox,180.34,182.88,170.0,1.0,0.0,0.0,17.0,0.32,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,182.88,180.34,170.0,27.0,26.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.0,1.0,0.0,-2.54,2.54,1.0,0.32,0.0,2.0,1.0,0
2577,Luke Rockhold,Michael Bisping,-525.0,450.0,19.04761905,450.0,2014-11-07,"Sydney, New South Wales, Australia", Australia,Red,False,Middleweight,MALE,5.0,0.0,1.0,0.0,51.38095238,0.397619048,0.23809523800000001,1.2380952379999999,0.318095238,4.0,6.0,54.0,1.0,0.0,1.0,5.0,9.0,0.0,0.0,15.0,Orthodox,185.42,190.5,185.0,0.0,2.0,0.0,7.333333333,0.676666667,0.666666667,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,Southpaw,190.5,195.58,185.0,30.0,35.0,0.0,-1.0,2.0,13.0,-5.0,51.0,1.0,8.0,-1.0,-5.08,-5.08,-5.0,-0.27904761899999997,-0.428571429,1.2380952379999999,1.0,1
2578,Ross Pearson,Al Iaquinta,-130.0,120.0,76.92307692,120.0,2014-11-07,"Sydney, New South Wales, Australia", Australia,Blue,False,Lightweight,MALE,3.0,0.0,1.0,0.0,54.66666667,0.48,0.5,1.166666667,0.375,3.0,2.0,15.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,4.0,Orthodox,177.8,177.8,155.0,0.0,1.0,0.0,44.61538462,0.431538462,0.0,0.7692307690000001,0.384615385,3.0,5.0,32.0,1.0,0.0,0.0,4.0,3.0,0.0,1.0,8.0,Orthodox,172.72,175.26,155.0,30.0,27.0,0.0,0.0,0.0,-4.0,3.0,-17.0,0.0,-3.0,0.0,5.08,2.54,3.0,0.048461538,0.5,0.39743589799999995,1.0,0
2579,Robert Whittaker,Clint Hester,170.0,-185.0,170.0,54.05405405,2014-11-07,"Sydney, New South Wales, Australia", Australia,Red,False,Middleweight,MALE,3.0,0.0,4.0,0.0,51.25,0.4475,0.0,1.0,0.665,4.0,0.0,11.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,4.0,Orthodox,187.96,195.58,205.0,0.0,1.0,0.0,53.8,0.354,0.0,0.4,0.4,2.0,2.0,13.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,Orthodox,182.88,185.42,185.0,23.0,27.0,0.0,3.0,2.0,1.0,2.0,-2.0,-1.0,1.0,0.0,5.08,10.16,-4.0,0.0935,0.0,0.6,1.0,1
2580,Soa Palelei,Walt Harris,-178.0,167.0,56.17977528,167.0,2014-11-07,"Sydney, New South Wales, Australia", Australia,Red,False,Heavyweight,MALE,3.0,2.0,0.0,0.0,9.5,0.225,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southpaw,195.58,195.58,250.0,1.0,0.0,0.0,15.6,0.65,0.0,1.4,0.8,3.0,2.0,11.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,Orthodox,193.04,205.74,265.0,37.0,31.0,-1.0,0.0,-3.0,-3.0,0.0,-7.0,0.0,-3.0,0.0,2.54,-10.16,6.0,-0.425,0.0,-1.4,1.0,1
